Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,112,73.142,6.892,533,224,3%,205,16,-470%,19,147,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Basilicata,119,25.535,5.241,947,119,2%,110,20,-520%,9,163,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Calabria,193,64.408,12.334,651,405,3%,380,20,-050%,25,132,-1380%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Campania,946,410.717,80.158,1.403,1.298,2%,1.196,21,-410%,102,179,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Emilia-Romagna,530,379.130,24.719,554,1.217,5%,1.057,24,-700%,160,358,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Friuli Venezia Giulia,68,106.472,5.781,479,90,2%,74,6,-1690%,16,133,-590%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Lazio,621,335.897,33.867,588,1.824,5%,1.591,28,-050%,233,405,090%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Liguria,97,101.702,3.117,204,342,11%,290,19,-430%,52,341,610%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Lombardia,1.154,824.693,38.726,386,2.549,7%,2.159,22,-410%,390,389,-510%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Marche,149,100.809,4.713,312,316,7%,269,18,-320%,47,311,-600%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Molise,8,13.500,335,111,22,7%,18,6,000%,4,133,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
P.A. Bolzano,58,72.164,1.030,193,28,3%,21,4,-870%,7,131,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
P.A. Trento,43,44.831,800,147,65,8%,47,9,-600%,18,330,000%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Piemonte,472,355.407,11.106,258,1.423,13%,1.284,30,-840%,139,322,-350%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Puglia,567,245.945,38.736,980,1.260,3%,1.126,28,-470%,134,339,-360%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Sardegna,67,56.099,14.459,897,256,2%,218,14,-180%,38,236,-260%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Sicilia,557,219.650,17.513,359,947,5%,833,17,-100%,114,234,-500%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Toscana,491,236.263,14.531,394,1.064,7%,884,24,-550%,180,487,-110%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Umbria,54,55.745,2.406,276,138,6%,122,14,-320%,16,184,-1110%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Valle d'Aosta,10,11.364,472,377,29,6%,24,19,-400%,5,400,-1670%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Veneto,343,419.901,15.894,326,682,4%,585,12,-410%,97,199,-850%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
Italia,6.659,4.153.374,332.830,558,14.298,4%,12.493,21,-430%,1.805,303,-300%,Dati della Protezione Civile del 15 Maggio 2021 ore 19:48
