Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,604,541.633,27.255,2.128,137,1%,130,10,080%,7,055,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Basilicata,218,179.591,7.130,1.308,40,1%,40,7,-480%,0,000,-10000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Calabria,877,541.415,57.954,3.115,154,0%,149,8,-260%,5,027,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Campania,1.773,2.188.652,100.401,1.785,266,0%,257,5,-410%,9,016,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Emilia-Romagna,1.366,1.825.991,22.783,513,846,4%,817,18,-580%,29,065,-940%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Friuli Venezia Giulia,484,477.256,6.581,548,132,2%,129,11,-850%,3,025,5000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Lazio,1.443,2.023.324,60.199,1.051,545,1%,506,9,-040%,39,068,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Liguria,496,561.917,7.000,461,180,3%,176,12,-490%,4,026,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Lombardia,2.511,3.481.671,42.736,428,600,1%,586,6,-130%,14,014,-670%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Marche,577,606.411,5.980,399,76,1%,74,5,-260%,2,013,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Molise,110,87.778,4.423,1.503,12,0%,12,4,-1430%,0,000,-10000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
P.A. Bolzano,163,255.819,1.921,359,25,1%,24,4,-2500%,1,019,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
P.A. Trento,285,204.750,3.124,576,61,2%,60,11,-160%,1,018,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Piemonte,1.033,1.433.530,33.183,776,282,1%,275,6,-520%,7,016,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Puglia,1.092,1.456.548,18.484,470,193,1%,186,5,-880%,7,018,-3000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Sardegna,297,440.231,9.697,610,93,1%,85,5,-450%,8,050,1430%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Sicilia,1.194,1.624.160,68.066,1.408,424,1%,402,8,-050%,22,046,-830%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Toscana,762,1.379.118,80.908,2.191,250,0%,241,7,-620%,9,024,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Umbria,319,366.468,3.220,372,131,4%,129,15,-580%,2,023,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Valle d'Aosta,23,43.742,746,601,3,0%,3,2,-6670%,0,000,000%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Veneto,2.041,2.205.068,46.390,953,368,1%,349,7,-280%,19,039,1180%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
Italia,17.668,21.925.073,608.181,1.027,4.818,1%,4.630,8,-390%,188,032,-360%,Dati della Protezione Civile del 03 Settembre 2022 ore 23:45
