Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,120,37873,11380,872,509,4%,471,36,1.3&,38,2.91,-7.3%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Basilicata,79,11958,6647,1193,98,1%,92,17,13.6&,6,1.08,50%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Calabria,270,27204,9629,500,297,3%,273,14,6.6&,24,1.25,-4%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Campania,1021,200792,74717,1291,1509,2%,1400,24,1.7&,109,1.88,2.8%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Emilia-Romagna,1942,192832,61466,1376,2979,5%,2741,61,1.3&,238,5.33,0.4%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Friuli Venezia Giulia,361,56594,12919,1066,755,6%,688,57,-2.1&,67,5.53,4.7%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Lazio,1254,180915,78881,1345,3208,4%,2887,49,1.3&,321,5.47,-0.6%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Liguria,226,64000,5082,329,801,16%,737,48,3.9&,64,4.15,0%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Lombardia,1488,502246,54507,539,3984,7%,3522,35,-2.1&,462,4.57,0.7%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Marche,333,47148,14569,959,629,4%,548,36,1.3&,81,5.33,11%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Molise,25,7115,1210,400,65,5%,58,19,3.6&,7,2.32,0%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
P.A. Bolzano,125,31644,11710,2201,257,2%,233,44,5.4&,24,4.51,0%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
P.A. Trento,69,23709,1994,367,395,20%,350,64,2&,45,8.29,-2.2%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Piemonte,609,207571,14985,345,2882,19%,2705,62,0.1&,177,4.08,0.6%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Puglia,622,102235,54933,1370,1557,3%,1388,35,0.9&,169,4.22,2.4%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Sardegna,231,34025,17257,1058,565,3%,517,32,2&,48,2.94,2.1%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Sicilia,1587,109642,42819,862,1506,4%,1298,26,2.6&,208,4.19,0%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Toscana,379,125330,9020,242,933,10%,789,21,2.6&,144,3.87,2.9%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Umbria,49,30955,4272,485,323,8%,272,31,2.6&,51,5.79,2%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Valle d'Aosta,27,7532,442,352,53,12%,52,41,-1.9&,1,0.8,0%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Veneto,1715,287701,87540,1784,2940,3%,2582,53,-0.1&,358,7.29,0.8%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
Italia,12532,2289021,575979,956,26245,5%,23603,39,0.8&,2642,4.39,1%,Dati della Protezione Civile del 11 Gennaio 2021 ore 19:15
