Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,49,80.964,1.839,142,62,3%,58,4,-940%,4,031,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Basilicata,27,29.945,1.231,223,43,3%,40,7,-1670%,3,054,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Calabria,133,83.165,4.049,214,172,4%,160,8,130%,12,063,-770%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Campania,342,455.078,7.541,132,281,4%,266,5,-070%,15,026,-1670%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Emilia-Romagna,340,422.312,13.780,309,431,3%,383,9,-230%,48,108,670%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Friuli Venezia Giulia,69,113.437,1.129,94,54,5%,45,4,-220%,9,075,-1000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Lazio,306,383.197,10.319,179,451,4%,396,7,030%,55,096,780%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Liguria,73,112.353,1.125,74,67,6%,60,4,-630%,7,046,1670%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Lombardia,478,882.120,10.767,107,459,4%,401,4,-310%,58,058,-330%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Marche,62,113.538,2.652,175,79,3%,58,4,-490%,21,139,500%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Molise,4,14.486,150,50,5,3%,3,1,000%,2,067,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
P.A. Bolzano,49,76.655,860,161,32,4%,22,4,2220%,10,188,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
P.A. Trento,17,48.257,396,73,22,6%,19,3,000%,3,055,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Piemonte,215,378.173,3.822,89,216,6%,193,4,660%,23,053,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Puglia,186,268.048,2.908,74,190,7%,171,4,180%,19,048,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Sardegna,32,75.023,2.681,166,166,6%,148,9,-570%,18,112,-530%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Sicilia,424,296.100,17.267,354,608,4%,531,11,-220%,77,158,-380%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Toscana,290,281.024,7.594,206,337,4%,288,8,-370%,49,133,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Umbria,49,63.610,1.026,118,45,4%,43,5,240%,2,023,-3330%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Valle d'Aosta,4,12.103,59,47,3,5%,3,2,5000%,0,000,000%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Veneto,376,467.627,11.379,233,255,2%,209,4,-090%,46,094,-980%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
Italia,3.525,4.657.215,102.574,172,3.978,4%,3.497,6,-160%,481,081,-160%,Dati della Protezione Civile del 25 Settembre 2021 ore 17:52
