Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,138,87.463,4.311,333,115,3%,106,8,820%,9,070,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Basilicata,48,31.537,1.043,189,14,1%,13,2,000%,1,018,-6670%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Calabria,236,92.505,4.232,223,133,3%,117,6,170%,16,084,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Campania,1.147,488.953,16.799,294,325,2%,300,5,070%,25,044,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Emilia-Romagna,1.344,453.630,19.470,436,694,4%,632,14,640%,62,139,690%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Friuli Venezia Giulia,534,130.400,7.061,585,303,4%,276,23,620%,27,224,380%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Lazio,1.255,421.197,18.830,327,810,4%,716,12,010%,94,163,560%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Liguria,417,121.878,4.103,269,154,4%,134,9,-150%,20,131,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Lombardia,2.493,929.470,29.660,296,880,3%,789,8,190%,91,091,110%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Marche,378,123.262,5.074,335,102,2%,78,5,-250%,24,159,430%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Molise,33,15.205,447,149,13,3%,12,4,910%,1,033,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
P.A. Bolzano,396,87.232,5.168,970,101,2%,91,17,710%,10,188,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
P.A. Trento,111,51.849,1.559,286,50,3%,43,8,1320%,7,128,1670%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Piemonte,566,397.860,9.813,228,390,4%,357,8,660%,33,077,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Puglia,129,278.892,4.023,102,159,4%,137,3,070%,22,056,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Sardegna,107,78.676,2.666,165,76,3%,62,4,160%,14,087,770%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Sicilia,777,323.118,11.847,243,359,3%,314,6,-250%,45,092,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Toscana,595,300.647,9.103,247,295,3%,249,7,120%,46,125,-420%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Umbria,81,67.419,1.708,196,62,4%,53,6,000%,9,103,2860%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Valle d'Aosta,65,13.094,630,504,19,3%,18,14,2000%,1,080,000%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Veneto,2.082,513.531,28.896,592,548,2%,467,10,590%,81,166,250%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
Italia,12.932,5.007.818,186.443,313,5.602,3%,4.964,8,290%,638,107,220%,Dati della Protezione Civile del 28 Novembre 2021 ore 19:10
