Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,265,85.926,3.523,272,96,3%,87,7,360%,9,070,-1820%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Basilicata,29,31.269,960,174,24,3%,22,4,480%,2,036,000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Calabria,230,90.811,3.791,200,125,3%,114,6,270%,11,058,-830%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Campania,983,481.539,14.113,247,319,2%,293,5,-170%,26,046,830%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Emilia-Romagna,1.055,444.475,13.407,300,540,4%,489,11,450%,51,114,410%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Friuli Venezia Giulia,660,125.544,5.782,479,232,4%,206,17,620%,26,216,400%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Lazio,1.079,411.001,14.527,252,693,5%,613,11,030%,80,139,-590%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Liguria,337,118.969,2.948,193,119,4%,102,7,200%,17,111,3080%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Lombardia,1.930,914.572,20.858,208,714,3%,656,7,530%,58,058,180%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Marche,283,120.303,3.676,243,89,2%,69,5,300%,20,132,-480%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Molise,16,14.976,316,105,9,3%,8,3,1430%,1,033,000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
P.A. Bolzano,399,84.222,4.420,830,85,2%,77,14,130%,8,150,-1110%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
P.A. Trento,164,50.816,1.091,200,42,4%,36,7,1250%,6,110,-1430%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Piemonte,587,392.689,7.413,172,332,4%,305,7,-160%,27,063,-690%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Puglia,257,277.262,3.946,100,169,4%,153,4,270%,16,040,000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Sardegna,129,77.770,2.198,136,59,3%,50,3,1360%,9,056,-1000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Sicilia,648,317.944,10.092,207,386,4%,350,7,540%,36,074,-530%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Toscana,423,296.887,7.847,213,297,4%,257,7,-230%,40,108,530%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Umbria,113,66.769,1.645,189,53,3%,46,5,2430%,7,080,000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Valle d'Aosta,40,12.697,354,283,8,2%,7,6,-1250%,1,080,000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Veneto,1.928,499.540,20.494,420,371,2%,310,6,000%,61,125,700%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
Italia,11.555,4.915.981,143.401,240,4.762,3%,4.250,7,250%,512,086,000%,Dati della Protezione Civile del 20 Novembre 2021 ore 18:53
