Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.411,510.448,48.779,3.808,299,1%,289,23,100%,10,078,-910%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Basilicata,594,171.352,13.050,2.394,78,1%,76,14,-500%,2,037,000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Calabria,2.593,499.986,74.524,4.005,322,0%,308,17,-380%,14,075,-670%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Campania,6.072,2.116.828,147.484,2.622,640,0%,619,11,-100%,21,037,-450%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Emilia-Romagna,2.895,1.764.686,53.163,1.198,1.720,3%,1.669,38,-580%,51,115,000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Friuli Venezia Giulia,1.838,455.498,21.411,1.782,280,1%,276,23,-450%,4,033,-3330%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Lazio,5.008,1.959.357,205.864,3.592,1.137,1%,1.076,19,-280%,61,106,-1030%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Liguria,2.118,537.679,18.155,1.196,458,3%,451,30,-280%,7,046,-2220%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Lombardia,8.860,3.381.787,108.996,1.092,1.425,1%,1.375,14,-170%,50,050,-570%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Marche,2.387,578.346,17.953,1.198,199,1%,192,13,-590%,7,047,-2220%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Molise,223,82.612,5.041,1.713,23,0%,20,7,-480%,3,102,20000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
P.A. Bolzano,716,247.842,5.192,971,69,1%,67,13,-1930%,2,037,000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
P.A. Trento,643,195.080,5.609,1.035,81,1%,78,14,-250%,3,055,5000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Piemonte,3.686,1.388.302,47.521,1.112,550,1%,539,13,-490%,11,026,-830%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Puglia,5.315,1.404.470,53.112,1.350,482,1%,465,12,-020%,17,043,630%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Sardegna,1.873,419.796,31.896,2.006,187,1%,172,11,120%,15,094,710%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Sicilia,4.737,1.564.170,172.834,3.576,932,1%,885,18,-370%,47,097,-210%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Toscana,3.493,1.342.584,92.400,2.502,706,1%,680,18,430%,26,070,400%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Umbria,1.260,352.356,18.617,2.151,257,1%,252,29,-230%,5,058,-2860%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Valle d'Aosta,130,42.098,1.311,1.056,30,2%,30,24,000%,0,000,000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Veneto,8.009,2.109.367,86.795,1.782,756,1%,726,15,-120%,30,062,2000%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
Italia,64.861,21.124.644,1.229.707,2.076,10.631,1%,10.245,17,-270%,386,065,-300%,Dati della Protezione Civile del 02 Agosto 2022 ore 23:45
