Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,319,1382,13,181,14,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Basilicata,80,395,3,79,14,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Calabria,283,1037,17,198,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Campania,709,4055,37,581,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Emilia-Romagna,1422,9001,37,889,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Friuli Venezia Giulia,154,1277,6,175,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Lazio,1143,6421,68,943,243,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Liguria,295,1646,15,215,12,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Lombardia,1178,10457,37,1810,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Marche,179,1013,7,252,44,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Molise,34,176,0,39,26,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
P.A. Bolzano,33,500,1,100,20,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
P.A. Trento,63,517,3,90,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Piemonte,791,6794,22,628,99,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Puglia,577,2903,34,503,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Sardegna,308,1602,17,204,16,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Sicilia,827,3729,49,823,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Toscana,665,5033,19,570,10,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Umbria,227,662,8,86,41,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Valle d'Aosta,20,163,0,34,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Veneto,607,6000,16,1000,0,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
Italia,9914,64763,409,9400,539,Dati della Protezione Civile del 23 Aprile 2022 ore 23:45
