Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,140,77.262,1.945,150,52,3%,51,4,630%,1,008,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Basilicata,63,27.935,1.004,181,26,3%,25,5,870%,1,018,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Calabria,299,72.978,3.349,177,103,3%,96,5,-400%,7,037,7500%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Campania,543,436.440,8.412,147,306,4%,290,5,210%,16,028,670%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Emilia-Romagna,632,401.195,11.931,267,351,3%,319,7,-120%,32,072,320%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Friuli Venezia Giulia,101,109.045,894,74,32,4%,27,2,000%,5,041,2500%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Lazio,567,365.357,16.876,293,532,3%,466,8,060%,66,115,150%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Liguria,164,106.923,1.645,108,70,4%,57,4,1180%,13,085,-710%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Lombardia,679,860.232,13.362,133,329,2%,292,3,-070%,37,037,570%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Marche,199,107.474,2.848,188,43,2%,37,2,-1190%,6,040,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Molise,4,14.024,156,52,6,4%,5,2,2500%,1,033,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
P.A. Bolzano,77,74.160,476,89,14,3%,13,2,830%,1,019,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
P.A. Trento,33,46.749,386,71,16,4%,15,3,1540%,1,018,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Piemonte,301,368.283,3.285,76,119,4%,114,3,270%,5,012,2500%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Puglia,281,258.803,3.862,98,148,4%,126,3,240%,22,056,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Sardegna,435,65.892,7.007,435,151,2%,129,8,840%,22,137,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Sicilia,1.134,252.411,16.234,333,532,3%,473,10,310%,59,121,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Toscana,876,259.749,11.895,322,291,2%,259,7,-040%,32,087,1030%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Umbria,158,59.724,2.167,249,31,1%,30,3,000%,1,011,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Valle d'Aosta,1,11.872,130,104,5,4%,5,4,000%,0,000,000%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Veneto,583,443.921,13.421,275,170,1%,146,3,-700%,24,049,1430%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
Italia,7.270,4.420.429,121.285,203,3.327,3%,2.975,5,090%,352,059,450%,Dati della Protezione Civile del 12 Agosto 2021 ore 17:58
