Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,568,54468,13244,1014,704,5%,622,48,1.8%,82,6.28,6.5%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Basilicata,101,15635,4032,724,95,2%,85,15,3.7%,10,1.8,42.9%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Calabria,160,37880,6264,325,210,3%,190,10,1.6%,20,1.04,0%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Campania,2561,267619,77023,1331,1471,2%,1341,23,3.1%,130,2.25,-5.8%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Emilia-Romagna,2610,260602,42678,955,2482,6%,2255,50,3.5%,227,5.08,6.1%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Friuli Venezia Giulia,341,76812,10082,832,422,4%,361,30,1.7%,61,5.04,-1.6%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Lazio,1341,234228,35801,610,1980,6%,1767,30,-2.6%,213,3.63,-1.4%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Liguria,248,77978,5383,349,552,10%,500,32,1.8%,52,3.37,4%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Lombardia,3529,603081,66341,657,4544,7%,4118,41,1.4%,426,4.22,-2.1%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Marche,588,67857,10230,674,654,6%,582,38,1.9%,72,4.74,-6.5%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Molise,144,10691,1776,588,112,6%,95,31,0%,17,5.62,0%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
P.A. Bolzano,226,53804,6702,1260,251,4%,218,41,2.3%,33,6.2,3.1%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
P.A. Trento,329,34058,3933,725,224,6%,185,34,6.9%,39,7.19,2.6%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Piemonte,902,247134,16077,370,2183,14%,2015,46,3%,168,3.87,1.2%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Puglia,1053,147050,33081,825,1398,4%,1228,31,-0.9%,170,4.24,5.6%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Sardegna,77,41191,12855,788,234,2%,215,13,-0.9%,19,1.17,0%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Sicilia,453,152558,25982,523,858,3%,725,15,-1.2%,133,2.68,-0.7%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Toscana,1068,156235,18049,485,1077,6%,909,24,2.5%,168,4.51,1.2%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Umbria,212,44683,8141,925,513,6%,436,50,3.6%,77,8.75,-1.3%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Valle d'Aosta,33,8054,174,139,12,7%,10,8,11.1%,2,1.59,0%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Veneto,911,333647,24519,500,893,4%,781,16,0.6%,112,2.28,4.7%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
Italia,17455,2925265,422367,701,20869,5%,18638,31,1.4%,2231,3.7,0.7%,Dati della Protezione Civile del 28 Febbraio 2021 ore 20:01
