Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,442,56944,13107,1004,717,5%,631,48,-4%,86,6.59,-1.1%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Basilicata,178,16445,3954,710,107,3%,94,17,-1.1%,13,2.33,8.3%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Calabria,293,39142,6585,342,242,4%,218,11,3.3%,24,1.25,4.3%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Campania,2843,282661,87433,1511,1533,2%,1385,24,2%,148,2.56,5.7%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Emilia-Romagna,3232,276601,52442,1174,3028,6%,2753,62,3.4%,275,6.16,3.4%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Friuli Venezia Giulia,661,80283,11686,965,472,4%,409,34,3.3%,63,5.2,-1.6%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Lazio,1563,242770,37169,634,2138,6%,1896,32,1.3%,242,4.13,-2.4%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Liguria,272,80016,5860,380,565,10%,506,33,-2.1%,59,3.82,5.4%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Lombardia,5658,629610,80654,798,5499,7%,4934,49,2.7%,565,5.59,4.1%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Marche,836,72259,10290,678,694,7%,600,40,1.2%,94,6.19,2.2%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Molise,49,11108,1693,560,108,6%,89,29,-7.3%,19,6.29,0%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
P.A. Bolzano,218,55142,5611,1055,220,4%,183,34,-5.7%,37,6.95,2.8%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
P.A. Trento,324,35651,4059,748,233,6%,185,34,3.4%,48,8.84,0%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Piemonte,1793,257678,21455,494,2455,11%,2263,52,1.8%,192,4.42,3.8%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Puglia,1483,154302,34853,870,1439,4%,1283,32,0.1%,156,3.89,-3.1%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Sardegna,73,41650,12646,776,215,2%,191,12,-0.5%,24,1.47,-4%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Sicilia,592,155812,19727,397,783,4%,662,13,-1.2%,121,2.44,0.8%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Toscana,1293,163096,20698,556,1270,6%,1081,29,2.7%,189,5.08,3.3%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Umbria,283,46197,7425,843,508,7%,426,48,-1.2%,82,9.32,-4.7%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Valle d'Aosta,16,8114,173,138,12,7%,10,8,0%,2,1.59,0%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Veneto,1539,341281,28292,576,1034,4%,902,18,2.7%,132,2.69,2.3%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
Italia,23641,3046762,465812,773,23272,5%,20701,34,1.6%,2571,4.27,1.8%,Dati della Protezione Civile del 06 Marzo 2021 ore 18:24
