Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,85,79.490,2.193,169,89,4%,83,6,-460%,6,046,2000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Basilicata,48,29.166,1.423,257,43,3%,40,7,-910%,3,054,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Calabria,294,78.964,5.136,271,190,4%,175,9,230%,15,079,710%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Campania,455,447.553,8.945,157,399,4%,373,7,750%,26,046,400%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Emilia-Romagna,545,414.052,16.639,373,445,3%,396,9,030%,49,110,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Friuli Venezia Giulia,162,111.428,1.383,115,63,5%,48,4,-940%,15,124,1540%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Lazio,404,376.241,14.135,246,513,4%,448,8,040%,65,113,-300%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Liguria,143,110.412,2.062,135,78,4%,70,5,000%,8,052,-2000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Lombardia,577,872.262,11.229,112,409,4%,352,4,000%,57,057,1180%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Marche,171,111.253,3.486,230,80,2%,58,4,-170%,22,145,1000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Molise,11,14.322,233,78,12,5%,12,4,910%,0,000,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
P.A. Bolzano,81,75.346,808,152,29,4%,25,5,3160%,4,075,-2000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
P.A. Trento,39,47.627,476,87,18,4%,18,3,-530%,0,000,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Piemonte,302,373.609,3.855,89,182,5%,159,4,000%,23,053,1500%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Puglia,228,264.627,4.323,109,250,6%,230,6,090%,20,051,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Sardegna,173,73.083,6.812,423,258,4%,233,14,260%,25,155,420%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Sicilia,1.200,281.435,28.285,580,965,3%,848,17,070%,117,240,170%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Toscana,491,273.434,10.875,295,459,4%,400,11,080%,59,160,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Umbria,100,62.171,1.675,192,53,3%,45,5,000%,8,092,3330%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Valle d'Aosta,3,12.031,100,80,0,0%,0,0,000%,0,000,000%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Veneto,645,457.620,12.966,266,238,2%,191,4,-100%,47,096,-600%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
Italia,6.157,4.566.126,137.039,230,4.773,3%,4.204,7,100%,569,095,230%,Dati della Protezione Civile del 04 Settembre 2021 ore 18:57
