Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,23,1324,0,177,23,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Basilicata,17,342,0,88,13,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Calabria,64,754,6,144,25,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Campania,196,3832,12,548,195,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Emilia-Romagna,208,6538,15,760,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Friuli Venezia Giulia,14,1277,3,175,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Lazio,287,6421,45,943,193,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Liguria,33,1668,9,214,12,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Lombardia,206,6369,25,1416,114,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Marche,22,951,5,209,57,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Molise,1,176,0,39,26,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
P.A. Bolzano,5,391,3,100,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
P.A. Trento,8,517,0,90,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Piemonte,69,5824,6,628,99,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Puglia,81,2810,8,456,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Sardegna,75,1602,13,196,39,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Sicilia,275,2973,31,676,196,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Toscana,137,5033,17,570,37,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Umbria,17,687,2,91,36,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Valle d'Aosta,2,67,0,23,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Veneto,111,6000,14,1000,0,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Italia,1851,55556,214,8543,1065,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
