Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,179,1369,17,185,23,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Basilicata,84,448,5,88,13,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Calabria,294,973,24,152,25,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Campania,1011,4246,82,620,36,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Emilia-Romagna,791,6538,126,760,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Friuli Venezia Giulia,50,1277,10,175,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Lazio,1283,6421,195,943,193,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Liguria,194,1809,43,226,12,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Lombardia,1566,8874,298,1416,114,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Marche,186,1188,39,210,54,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Molise,15,221,5,39,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
P.A. Bolzano,14,422,4,100,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
P.A. Trento,32,517,13,90,15,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Piemonte,893,5824,105,628,99,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Puglia,863,3768,100,586,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Sardegna,184,1602,32,216,33,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Sicilia,662,3858,104,834,196,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Toscana,652,5033,144,562,18,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Umbria,80,689,12,116,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Valle d'Aosta,18,227,0,30,6,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Veneto,437,6000,72,1000,0,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
Italia,9488,61304,1430,8976,837,Dati della Protezione Civile del 22 Maggio 2021 ore 20:30
