Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,156,1382,7,181,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Basilicata,51,366,1,79,13,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Calabria,192,1002,7,183,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Campania,481,3883,29,573,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Emilia-Romagna,998,9001,24,889,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Friuli Venezia Giulia,157,1277,8,175,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Lazio,614,6421,55,943,243,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Liguria,227,1648,4,218,12,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Lombardia,975,10457,24,1810,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Marche,109,983,3,230,50,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Molise,16,176,1,39,26,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
P.A. Bolzano,63,500,2,100,20,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
P.A. Trento,45,517,1,90,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Piemonte,355,6794,10,628,99,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Puglia,321,2736,14,405,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Sardegna,127,1602,11,204,16,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Sicilia,822,3609,27,779,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Toscana,437,5033,12,570,14,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Umbria,175,662,5,86,41,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Valle d'Aosta,13,163,0,34,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Veneto,496,6000,19,1000,0,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
Italia,6830,64212,264,9216,534,Dati della Protezione Civile del 01 Luglio 2022 ore 23:45
