Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,49,1324,6,177,23,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Basilicata,24,364,0,88,13,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Calabria,107,966,10,174,3,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Campania,178,3511,14,555,189,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Emilia-Romagna,322,7920,46,889,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Friuli Venezia Giulia,44,1277,9,175,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Lazio,361,6421,51,943,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Liguria,49,1690,6,217,12,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Lombardia,325,6369,55,1530,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Marche,44,971,12,212,61,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Molise,2,176,1,39,26,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
P.A. Bolzano,25,500,6,100,20,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
P.A. Trento,15,517,3,90,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Piemonte,179,5824,19,628,99,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Puglia,134,2745,21,482,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Sardegna,77,1602,13,204,16,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Sicilia,345,3743,42,892,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Toscana,220,5033,25,570,37,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Umbria,40,662,5,84,43,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Valle d'Aosta,2,83,0,33,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Veneto,146,6000,30,1000,0,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
Italia,2688,57698,374,9082,542,Dati della Protezione Civile del 11 Ottobre 2021 ore 20:03
