Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,329,63231,10651,816,717,7%,635,49,-3.3%,82,6.28,-5.7%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Basilicata,115,18618,4498,808,162,4%,148,27,-6.9%,14,2.51,7.7%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Calabria,365,44349,9068,471,359,4%,326,17,0.9%,33,1.71,0%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Campania,2045,324212,98048,1695,1766,2%,1587,27,-0.7%,179,3.09,0.6%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Emilia-Romagna,1725,322337,71856,1609,4011,6%,3614,81,-1.2%,397,8.89,0.5%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Friuli Venezia Giulia,762,93370,16740,1382,714,4%,634,52,2.3%,80,6.6,-3.6%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Lazio,1709,272929,48791,832,3074,6%,2724,46,1.5%,350,5.97,1.2%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Liguria,420,86213,5793,375,660,11%,597,39,-1.2%,63,4.08,-3.1%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Lombardia,4282,707950,100172,991,8023,8%,7178,71,0.2%,845,8.36,1.1%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Marche,632,84475,10096,665,959,9%,803,53,0.5%,156,10.27,6.8%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Molise,29,12054,1118,370,106,9%,89,29,-2.2%,17,5.62,0%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
P.A. Bolzano,162,68168,870,164,146,17%,115,22,-4.2%,31,5.83,3.3%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
P.A. Trento,308,39972,3376,622,255,8%,208,38,1.5%,47,8.66,-9.6%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Piemonte,2223,294739,34948,805,3962,11%,3608,83,1%,354,8.15,2%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Puglia,1709,180746,44157,1102,1988,5%,1761,44,-1.5%,227,5.66,1.3%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Sardegna,153,43730,13229,811,199,2%,173,11,0.6%,26,1.59,8.3%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Sicilia,765,168021,16387,330,931,6%,812,16,-0.2%,119,2.4,-1.7%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Toscana,1197,185755,26511,712,1741,7%,1488,40,0.1%,253,6.8,4.1%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Umbria,225,49694,5244,596,448,9%,382,43,-0.3%,66,7.5,-1.5%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Valle d'Aosta,70,8755,627,500,30,5%,27,22,3.8%,3,2.39,0%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Veneto,2042,371544,39128,797,1775,5%,1529,31,1.6%,246,5.01,4.2%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
Italia,21267,3440862,561308,932,32026,6%,28438,47,0%,3588,5.96,1.2%,Dati della Protezione Civile del 24 Marzo 2021 ore 18:20
