Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,56,81.281,1.733,134,56,3%,52,4,-550%,4,031,-2000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Basilicata,39,30.175,1.252,226,38,3%,36,7,290%,2,036,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Calabria,150,83.918,3.515,186,156,4%,141,7,-340%,15,079,-630%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Campania,286,456.695,6.811,119,233,3%,212,4,-540%,21,037,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Emilia-Romagna,351,424.089,14.298,320,416,3%,370,8,-110%,46,103,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Friuli Venezia Giulia,83,113.845,992,82,46,5%,39,3,-710%,7,058,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Lazio,289,384.836,9.454,164,437,5%,383,7,030%,54,094,-850%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Liguria,87,112.785,1.034,68,53,5%,47,3,-780%,6,039,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Lombardia,381,884.125,9.938,99,426,4%,372,4,-210%,54,054,-530%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Marche,94,113.951,2.650,175,70,3%,53,4,-700%,17,112,-560%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Molise,4,14.503,96,32,2,2%,1,0,000%,1,033,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
P.A. Bolzano,73,76.980,844,158,33,4%,27,5,1250%,6,113,-2500%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
P.A. Trento,32,48.394,301,55,20,7%,16,3,-1580%,4,073,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Piemonte,156,379.208,3.588,83,209,6%,189,4,270%,20,046,-480%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Puglia,172,268.812,2.579,65,157,6%,142,4,-140%,15,038,-630%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Sardegna,77,75.334,2.076,129,132,6%,121,8,-470%,11,068,1000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Sicilia,434,298.810,14.301,293,524,4%,463,9,-390%,61,125,-320%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Toscana,255,282.467,6.697,181,265,4%,230,6,-340%,35,095,610%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Umbria,25,63.836,836,96,50,6%,47,5,1190%,3,034,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Valle d'Aosta,12,12.140,78,62,2,3%,2,2,000%,0,000,000%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Veneto,349,469.574,10.579,217,222,2%,175,4,-740%,47,096,680%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
Italia,3.405,4.675.758,93.652,157,3.547,4%,3.118,5,-250%,429,072,-250%,Dati della Protezione Civile del 01 Ottobre 2021 ore 18:23
