Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,647,254.836,91.768,7.164,454,0%,437,34,-070%,17,133,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Basilicata,376,79.691,19.763,3.625,107,1%,106,19,100%,1,018,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Calabria,1.217,204.659,48.508,2.607,374,1%,346,19,330%,28,150,770%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Campania,2.320,1.179.990,149.381,2.656,1.039,1%,984,17,130%,55,098,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Emilia-Romagna,2.111,1.169.416,48.780,1.099,1.857,4%,1.757,40,220%,100,225,530%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Friuli Venezia Giulia,286,303.592,24.642,2.051,340,1%,323,27,-210%,17,141,-1050%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Lazio,3.121,1.041.589,190.630,3.327,1.831,1%,1.683,29,260%,148,258,070%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Liguria,601,337.508,17.457,1.150,503,3%,478,31,280%,25,165,-380%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Lombardia,1.804,2.300.914,135.649,1.359,1.483,1%,1.340,13,080%,143,143,-590%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Marche,560,317.142,23.068,1.540,303,1%,272,18,040%,31,207,330%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Molise,114,37.241,7.174,2.438,31,0%,27,9,000%,4,136,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
P.A. Bolzano,328,184.322,7.382,1.380,89,1%,86,16,000%,3,056,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
P.A. Trento,141,136.796,4.866,898,86,2%,80,15,390%,6,111,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Piemonte,2.047,964.467,52.413,1.226,1.272,2%,1.223,29,-350%,49,115,-200%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Puglia,1.730,710.276,86.590,2.201,789,1%,733,19,050%,56,142,180%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Sardegna,1.043,167.010,35.924,2.259,396,1%,370,23,030%,26,164,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Sicilia,2.466,753.424,246.666,5.103,1.256,1%,1.162,24,-140%,94,194,-600%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Toscana,1.316,838.315,46.509,1.259,1.038,2%,980,27,290%,58,157,-170%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Umbria,369,178.920,11.049,1.277,183,2%,175,20,-220%,8,092,1430%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Valle d'Aosta,11,31.132,1.514,1.220,29,2%,25,20,420%,4,322,000%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Veneto,1.800,1.303.219,72.238,1.483,843,1%,788,16,-010%,55,113,580%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
Italia,24.408,12.494.459,1.321.971,2.232,14.303,1%,13.375,23,070%,928,157,-060%,Dati della Protezione Civile del 21 Febbraio 2022 ore 18:20
