Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,1.990,113.719,23.703,1.844,216,1%,194,15,540%,22,171,000%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Basilicata,298,37.757,5.846,1.068,73,1%,71,13,000%,2,037,000%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Calabria,1.073,114.842,18.337,977,352,2%,323,17,350%,29,154,360%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Campania,6.653,608.995,99.439,1.751,810,1%,750,13,450%,60,106,910%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Emilia-Romagna,8.014,566.261,103.826,2.336,1.659,2%,1.528,34,530%,131,295,080%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Friuli Venezia Giulia,453,160.056,14.805,1.235,338,2%,308,26,340%,30,250,710%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Lazio,5.614,531.226,94.766,1.657,1.357,1%,1.199,21,220%,158,276,390%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Liguria,815,153.572,13.774,912,578,4%,532,35,430%,46,305,-210%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Lombardia,13.421,1.278.480,303.862,3.049,2.366,1%,2.147,22,460%,219,220,140%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Marche,519,148.301,8.139,542,286,4%,232,15,220%,54,360,800%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Molise,23,17.512,2.140,722,23,1%,21,7,000%,2,067,10000%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
P.A. Bolzano,444,102.411,5.046,945,102,2%,84,16,1050%,18,337,590%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
P.A. Trento,807,65.544,9.308,1.709,135,1%,113,21,-090%,22,404,000%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Piemonte,4.583,509.421,83.461,1.953,1.466,2%,1.354,32,460%,112,262,280%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Puglia,3.568,319.176,33.976,865,332,1%,299,8,570%,33,084,310%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Sardegna,543,90.343,9.636,603,192,2%,174,11,940%,18,113,590%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Sicilia,4.384,386.716,55.380,1.144,984,2%,872,18,750%,112,231,470%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Toscana,6.952,409.912,100.783,2.747,839,1%,755,21,860%,84,229,-120%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Umbria,1.134,94.602,24.405,2.821,172,1%,162,19,730%,10,116,2500%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Valle d'Aosta,296,16.987,2.831,2.285,48,2%,45,36,2500%,3,242,000%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Veneto,6.468,670.277,111.589,2.300,1.356,1%,1.170,24,450%,186,383,-110%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
Italia,68.052,6.396.110,1.125.052,1.899,13.684,1%,12.333,21,490%,1.351,228,240%,Dati della Protezione Civile del 03 Gennaio 2022 ore 18:12
