Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,582,376.218,57.614,4.498,349,1%,337,26,240%,12,094,910%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Basilicata,274,128.248,29.965,5.497,107,0%,104,19,000%,3,055,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Calabria,933,360.062,84.304,4.531,275,0%,257,14,080%,18,097,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Campania,2.104,1.611.285,173.427,3.084,740,0%,701,12,-320%,39,069,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Emilia-Romagna,2.540,1.417.599,56.012,1.262,1.423,3%,1.393,31,330%,30,068,340%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Friuli Venezia Giulia,191,364.087,23.690,1.972,171,1%,166,14,180%,5,042,6670%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Lazio,1.927,1.489.761,152.309,2.658,1.199,1%,1.140,20,120%,59,103,-480%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Liguria,345,428.136,15.909,1.048,330,2%,314,21,060%,16,105,1430%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Lombardia,1.673,2.772.319,151.188,1.515,1.212,1%,1.177,12,-050%,35,035,-280%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Marche,473,446.355,5.228,349,174,3%,169,11,-060%,5,033,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Molise,189,60.473,9.152,3.110,38,0%,37,13,-510%,1,034,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
P.A. Bolzano,132,211.276,3.309,619,46,1%,45,8,230%,1,019,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
P.A. Trento,99,161.572,3.709,684,79,2%,75,14,1360%,4,074,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Piemonte,952,1.147.432,62.969,1.473,777,1%,765,18,-080%,12,028,-2500%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Puglia,2.085,1.071.518,101.626,2.583,556,1%,530,13,100%,26,066,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Sardegna,893,281.539,29.617,1.863,313,1%,302,19,-190%,11,069,-830%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Sicilia,1.204,1.117.044,116.343,2.407,850,1%,804,17,020%,46,095,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Toscana,730,1.100.705,47.533,1.287,635,1%,612,17,200%,23,062,2110%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Umbria,384,269.399,11.787,1.362,224,2%,219,25,480%,5,058,2500%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Valle d'Aosta,18,35.129,1.380,1.112,25,2%,25,20,1900%,0,000,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Veneto,1.168,1.673.702,68.031,1.397,639,1%,622,13,-240%,17,035,000%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
Italia,18.896,16.523.859,1.205.102,2.034,10.162,1%,9.794,17,060%,368,062,050%,Dati della Protezione Civile del 02 Maggio 2022 ore 23:45
