Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,462,270.424,65.113,5.083,306,0%,294,23,140%,12,094,-770%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Basilicata,333,86.510,19.823,3.636,89,0%,87,16,-110%,2,037,10000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Calabria,1.493,227.762,46.428,2.495,292,1%,277,15,370%,15,081,-630%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Campania,1.948,1.230.363,122.828,2.184,621,1%,591,11,-280%,30,053,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Emilia-Romagna,1.853,1.200.538,27.802,626,1.278,5%,1.207,27,250%,71,160,440%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Friuli Venezia Giulia,187,311.923,16.855,1.403,171,1%,162,13,250%,9,075,-1000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Lazio,2.444,1.100.309,108.536,1.894,1.241,1%,1.142,20,260%,99,173,100%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Liguria,506,351.531,12.759,840,269,2%,253,17,450%,16,105,-590%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Lombardia,1.614,2.361.238,110.024,1.102,903,1%,821,8,000%,82,082,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Marche,783,336.666,14.446,964,192,1%,173,12,480%,19,127,560%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Molise,163,40.876,6.010,2.042,28,0%,26,9,-370%,2,068,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
P.A. Bolzano,258,191.114,4.202,786,68,2%,67,13,000%,1,019,-5000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
P.A. Trento,117,140.813,2.849,525,61,2%,58,11,1150%,3,055,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Piemonte,1.537,989.921,42.151,986,736,2%,700,16,010%,36,084,910%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Puglia,1.730,757.901,74.904,1.904,569,1%,541,14,-040%,28,071,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Sardegna,790,183.771,25.141,1.581,349,1%,323,20,-030%,26,164,-370%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Sicilia,2.357,817.536,223.336,4.620,987,0%,922,19,410%,65,134,320%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Toscana,1.420,873.591,24.088,652,750,3%,700,19,230%,50,135,640%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Umbria,501,190.664,10.631,1.228,147,1%,142,16,920%,5,058,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Valle d'Aosta,20,31.686,1.300,1.048,16,1%,14,11,770%,2,161,000%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Veneto,1.567,1.353.637,49.134,1.009,526,1%,489,10,320%,37,076,-260%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
Italia,22.083,13.048.774,1.008.360,1.702,9.599,1%,8.989,15,180%,610,103,120%,Dati della Protezione Civile del 07 Marzo 2022 ore 18:51
