Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,85,72.371,7.822,599,309,4%,281,22,-850%,28,214,370%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Basilicata,117,24.882,6.027,1.082,156,3%,149,27,140%,7,126,-3000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Calabria,334,62.638,13.667,710,447,3%,411,21,-400%,36,187,000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Campania,1.415,403.131,85.984,1.486,1.504,2%,1.382,24,-170%,122,211,080%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Emilia-Romagna,875,375.371,37.685,844,1.554,4%,1.365,31,-360%,189,423,-310%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Friuli Venezia Giulia,90,106.017,6.487,536,178,3%,157,13,-1030%,21,173,-2500%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Lazio,999,331.180,38.190,651,2.141,6%,1.868,32,-390%,273,465,000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Liguria,202,100.863,3.988,258,443,11%,390,25,-600%,53,343,-190%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Lombardia,1.584,817.088,45.554,451,3.340,7%,2.850,28,-400%,490,485,-020%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Marche,254,99.487,5.588,368,403,7%,342,23,-390%,61,402,-620%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Molise,29,13.414,473,156,30,6%,26,9,-710%,4,132,-2000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
P.A. Bolzano,75,71.720,1.160,218,33,3%,27,5,-2060%,6,113,000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
P.A. Trento,59,44.500,934,172,80,9%,62,11,160%,18,332,000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Piemonte,719,351.393,13.603,313,1.892,14%,1.726,40,-220%,166,382,250%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Puglia,979,242.041,44.380,1.107,1.659,4%,1.471,37,-100%,188,469,-550%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Sardegna,159,55.597,15.736,965,349,2%,310,19,-030%,39,239,-250%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Sicilia,851,215.333,22.630,455,1.135,5%,995,20,-250%,140,282,-140%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Toscana,676,232.536,17.843,479,1.322,7%,1.108,30,-330%,214,575,-270%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Umbria,97,55.162,2.636,299,156,6%,137,16,-140%,19,216,-500%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Valle d'Aosta,40,11.209,605,482,34,6%,25,20,-740%,9,717,000%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Veneto,537,416.988,19.128,390,845,4%,717,15,-480%,128,261,-300%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
Italia,10.176,4.102.921,390.120,648,18.010,5%,15.799,26,-330%,2.211,367,-190%,Dati della Protezione Civile del 08 Maggio 2021 ore 19:06
