Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,89,89.228,5.048,390,128,3%,120,9,430%,8,062,1430%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Basilicata,4,31.809,1.134,205,14,1%,14,3,000%,0,000,000%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Calabria,224,94.799,5.405,285,172,3%,152,8,410%,20,106,530%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Campania,783,497.667,19.241,337,362,2%,341,6,330%,21,037,-450%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Emilia-Romagna,1.396,464.838,26.099,585,856,3%,781,17,730%,75,168,-510%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Friuli Venezia Giulia,388,135.152,8.035,666,334,4%,305,25,590%,29,240,360%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Lazio,1.006,432.899,24.357,423,864,4%,765,13,680%,99,172,420%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Liguria,247,125.350,5.538,363,215,4%,191,13,1100%,24,157,910%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Lombardia,1.005,947.099,39.621,395,1.111,3%,986,10,320%,125,125,080%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Marche,149,126.316,5.311,351,130,2%,100,7,310%,30,198,340%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Molise,1,15.305,333,111,15,5%,14,5,770%,1,033,000%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
P.A. Bolzano,220,91.018,6.204,1.165,113,2%,98,18,540%,15,282,710%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
P.A. Trento,73,53.135,1.965,360,73,4%,65,12,1020%,8,147,000%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Piemonte,776,405.375,13.697,318,500,4%,460,11,450%,40,093,1110%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Puglia,187,281.151,4.632,117,155,3%,137,3,-140%,18,046,-1430%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Sardegna,80,79.761,3.076,191,93,3%,82,5,650%,11,068,-1540%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Sicilia,505,328.386,13.703,281,362,3%,317,7,430%,45,092,470%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Toscana,544,305.269,10.551,286,300,3%,251,7,040%,49,133,000%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Umbria,82,68.233,1.884,217,50,3%,43,5,000%,7,080,000%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Valle d'Aosta,35,13.495,763,610,20,3%,19,15,-950%,1,080,000%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Veneto,1.709,532.291,39.238,804,755,2%,638,13,690%,117,240,-080%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
Italia,9.503,5.118.576,235.835,395,6.622,3%,5.879,10,500%,743,125,100%,Dati della Protezione Civile del 06 Dicembre 2021 ore 18:32
