Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,28,74.496,1.377,106,69,5%,65,5,-850%,4,031,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Basilicata,28,26.717,2.896,523,38,1%,38,7,-500%,0,000,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Calabria,32,68.282,7.763,410,158,2%,148,8,140%,10,053,2500%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Campania,136,422.755,11.737,205,389,3%,366,6,-340%,23,040,-420%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Emilia-Romagna,48,385.868,7.248,162,335,5%,279,6,-410%,56,125,-970%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Friuli Venezia Giulia,12,107.385,4.547,377,13,0%,10,1,1110%,3,025,-2500%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Lazio,118,344.636,5.502,96,520,9%,430,7,-530%,90,156,-430%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Liguria,8,103.064,384,25,63,16%,51,3,-730%,12,079,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Lombardia,182,839.759,18.326,183,690,4%,590,6,-100%,100,100,-830%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Marche,16,103.430,2.671,177,60,2%,51,3,-190%,9,059,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Molise,10,13.646,83,28,8,10%,8,3,000%,0,000,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
P.A. Bolzano,9,73.202,361,68,11,3%,9,2,-4000%,2,038,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
P.A. Trento,7,45.696,202,37,13,6%,10,2,-2310%,3,055,-2500%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Piemonte,75,362.308,2.378,55,338,14%,291,7,-400%,47,109,440%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Puglia,169,252.449,11.311,286,269,2%,247,6,-610%,22,056,1000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Sardegna,22,57.061,11.867,736,79,1%,73,5,-1200%,6,037,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Sicilia,200,229.703,6.367,131,343,5%,309,6,-310%,34,070,-1280%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Toscana,57,243.514,4.056,110,240,6%,186,5,-210%,54,146,-1430%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Umbria,21,56.692,1.024,118,46,4%,41,5,000%,5,057,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Valle d'Aosta,3,11.661,90,72,4,4%,4,3,3330%,0,000,000%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Veneto,74,424.708,5.716,117,151,3%,127,3,-520%,24,049,-770%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
Italia,1.255,4.247.032,105.906,178,3.837,4%,3.333,6,-380%,504,085,-600%,Dati della Protezione Civile del 15 Giugno 2021 ore 18:57
