Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,60,80.616,2.061,159,82,4%,76,6,560%,6,046,-1430%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Basilicata,28,29.736,1.272,230,53,4%,49,9,890%,4,072,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Calabria,201,82.058,4.661,246,181,4%,166,9,-180%,15,079,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Campania,337,452.808,7.904,138,343,4%,319,6,-120%,24,042,-770%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Emilia-Romagna,403,420.118,13.274,297,448,3%,407,9,-100%,41,092,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Friuli Venezia Giulia,97,112.914,1.351,112,51,4%,41,3,-1280%,10,083,1110%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Lazio,376,381.046,11.371,198,487,4%,429,7,-140%,58,101,550%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Liguria,75,111.850,1.523,100,91,6%,84,6,370%,7,046,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Lombardia,765,879.291,11.372,113,495,4%,438,4,260%,57,057,-340%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Marche,94,112.959,2.945,195,81,3%,59,4,170%,22,145,-1540%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Molise,4,14.441,187,62,7,4%,5,2,-1670%,2,067,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
P.A. Bolzano,65,76.285,1.011,190,29,3%,22,4,4670%,7,131,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
P.A. Trento,49,48.088,490,90,15,3%,14,3,-1250%,1,018,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Piemonte,237,376.712,3.865,90,219,6%,197,5,-440%,22,051,-430%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Puglia,156,267.037,3.231,82,206,6%,187,5,630%,19,048,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Sardegna,55,74.674,3.828,238,206,5%,186,12,-110%,20,124,1110%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Sicilia,643,292.607,20.738,425,766,4%,666,14,-430%,100,205,100%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Toscana,326,278.907,8.482,230,395,5%,348,9,-170%,47,127,-210%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Umbria,68,63.235,1.202,138,51,4%,45,5,230%,6,069,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Valle d'Aosta,3,12.074,61,49,2,3%,2,2,000%,0,000,000%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Veneto,536,464.819,12.211,250,269,2%,218,4,000%,51,105,-380%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
Italia,4.578,4.632.275,113.040,190,4.477,4%,3.958,7,-080%,519,087,-110%,Dati della Protezione Civile del 18 Settembre 2021 ore 18:37
