Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,83,76.761,1.711,132,43,3%,42,3,240%,1,008,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Basilicata,67,27.714,887,160,23,3%,21,4,000%,2,036,10000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Calabria,238,72.059,2.778,147,78,3%,74,4,-260%,4,021,-2000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Campania,610,434.297,8.356,146,268,3%,253,4,-160%,15,026,710%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Emilia-Romagna,685,398.403,10.115,227,302,3%,280,6,650%,22,049,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Friuli Venezia Giulia,111,108.657,900,75,22,2%,20,2,-480%,2,017,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Lazio,638,362.414,13.946,242,435,3%,381,7,-400%,54,094,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Liguria,143,106.251,1.531,100,59,4%,44,3,480%,15,098,1540%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Lombardia,756,857.423,12.816,128,294,2%,259,3,440%,35,035,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Marche,221,106.724,2.746,182,49,2%,44,3,-430%,5,033,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Molise,9,13.987,146,49,3,2%,2,1,000%,1,033,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
P.A. Bolzano,28,73.946,363,68,9,2%,7,1,-2220%,2,038,10000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
P.A. Trento,44,46.594,352,65,18,5%,17,3,4170%,1,018,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Piemonte,170,367.227,3.054,71,90,3%,85,2,490%,5,012,2500%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Puglia,360,257.548,3.260,82,114,3%,101,3,740%,13,033,-1330%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Sardegna,414,64.351,6.579,408,128,2%,108,7,1490%,20,124,-480%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Sicilia,776,247.816,13.411,275,441,3%,394,8,510%,47,096,1190%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Toscana,714,256.431,10.112,274,249,2%,224,6,820%,25,068,1360%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Umbria,142,59.139,1.986,228,25,1%,24,3,3330%,1,011,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Valle d'Aosta,11,11.840,117,94,3,3%,3,2,000%,0,000,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Veneto,682,441.102,13.369,274,168,1%,150,3,560%,18,037,000%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
Italia,6.902,4.390.684,108.535,182,2.821,3%,2.533,4,340%,288,048,400%,Dati della Protezione Civile del 07 Agosto 2021 ore 19:24
