Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,938,535.828,25.864,2.019,168,1%,161,13,-060%,7,055,-1250%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Basilicata,314,177.661,7.936,1.456,44,1%,42,8,240%,2,037,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Calabria,1.346,532.729,68.340,3.673,188,0%,180,10,-530%,8,043,3330%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Campania,1.947,2.173.702,112.443,1.999,345,0%,330,6,280%,15,027,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Emilia-Romagna,1.752,1.814.104,26.921,606,1.108,4%,1.080,24,-280%,28,063,-670%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Friuli Venezia Giulia,595,473.155,8.279,689,167,2%,163,14,120%,4,033,-2000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Lazio,1.576,2.010.737,98.443,1.718,654,1%,612,11,-180%,42,073,240%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Liguria,624,557.595,7.924,522,272,3%,265,17,-430%,7,046,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Lombardia,3.017,3.459.038,42.867,429,737,2%,715,7,-550%,22,022,-430%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Marche,742,601.368,6.652,444,88,1%,85,6,-760%,3,020,-2500%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Molise,141,86.732,4.494,1.527,21,0%,19,6,-950%,2,068,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
P.A. Bolzano,199,254.284,2.154,403,29,1%,29,5,1600%,0,000,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
P.A. Trento,332,202.510,3.227,595,72,2%,71,13,290%,1,018,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Piemonte,1.333,1.423.489,33.474,783,306,1%,300,7,-420%,6,014,-2500%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Puglia,1.189,1.447.845,21.590,549,270,1%,255,6,-860%,15,038,-630%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Sardegna,541,436.984,13.413,844,117,1%,107,7,000%,10,063,2500%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Sicilia,1.484,1.613.544,75.355,1.559,486,1%,458,9,-820%,28,058,-1250%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Toscana,942,1.372.090,82.553,2.235,329,0%,321,9,130%,8,022,-1110%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Umbria,321,363.993,4.280,495,162,4%,160,18,-060%,2,023,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Valle d'Aosta,40,43.434,816,658,11,1%,10,8,2500%,1,081,000%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Veneto,2.625,2.186.238,50.797,1.043,484,1%,464,10,-130%,20,041,3330%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
Italia,21.998,21.767.060,697.822,1.178,6.058,1%,5.827,10,-290%,231,039,-130%,Dati della Protezione Civile del 26 Agosto 2022 ore 17:33
