Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,172,1382,8,181,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Basilicata,27,336,1,79,14,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Calabria,147,944,6,168,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Campania,286,3868,12,575,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Emilia-Romagna,1085,9001,27,889,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Friuli Venezia Giulia,186,1277,6,175,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Lazio,630,6421,37,943,243,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Liguria,240,1579,10,218,12,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Lombardia,1200,10457,17,1810,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Marche,155,983,5,230,48,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Molise,9,176,0,39,26,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
P.A. Bolzano,100,500,2,100,20,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
P.A. Trento,82,517,3,90,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Piemonte,737,6794,17,628,99,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Puglia,152,2735,7,405,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Sardegna,94,1602,4,204,16,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Sicilia,272,3257,18,785,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Toscana,464,5033,11,570,13,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Umbria,216,662,5,86,41,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Valle d'Aosta,27,67,0,13,21,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Veneto,766,6000,31,1000,0,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
Italia,7047,63591,227,9188,553,Dati della Protezione Civile del 22 Ottobre 2022 ore 23:45
