Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,268,41718,10066,771,439,4%,399,31,-0.7&,40,3.06,0%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Basilicata,42,13087,6927,1244,76,1%,74,13,-8.6&,2,0.36,0%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Calabria,302,32076,9078,472,294,3%,273,14,-0.4&,21,1.09,-4.5%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Campania,1313,218243,63589,1099,1572,2%,1474,25,1.9&,98,1.69,-8.4%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Emilia-Romagna,1265,214754,47539,1064,2451,5%,2242,50,-1.7&,209,4.68,-0.5%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Friuli Venezia Giulia,642,66166,11360,938,678,6%,619,51,-4.2&,59,4.87,-3.3%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Lazio,1263,202207,64642,1102,2747,4%,2458,42,-2&,289,4.93,2.1%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Liguria,372,68768,4246,275,655,15%,588,38,-0.5&,67,4.34,-1.5%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Lombardia,2603,532884,49839,493,3908,8%,3537,35,-1&,371,3.67,-1.6%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Marche,429,54289,9027,595,621,7%,551,36,-0.5&,70,4.61,-2.8%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Molise,83,8099,1036,343,57,6%,48,16,-5.9&,9,2.98,12.5%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
P.A. Bolzano,562,38470,14540,2733,246,2%,216,41,-0.5&,30,5.64,-6.3%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
P.A. Trento,207,26855,2163,399,225,10%,191,35,-5&,34,6.26,-2.9%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Piemonte,1062,220888,12484,288,2345,19%,2194,51,-3.8&,151,3.48,-7.4%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Puglia,1159,119898,52348,1306,1567,3%,1394,35,-1.1&,173,4.32,-4.9%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Sardegna,237,37884,16353,1003,508,3%,465,29,-1.3&,43,2.64,0%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Sicilia,994,133597,46176,929,1620,4%,1405,28,-1.1&,215,4.33,-7.3%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Toscana,620,132749,8674,233,772,9%,672,18,-0.6&,100,2.69,-2.9%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Umbria,369,35194,5303,602,392,7%,338,38,1.2&,54,6.13,8%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Valle d'Aosta,8,7772,263,210,45,17%,41,33,-4.7&,4,3.19,0%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Veneto,572,309909,38964,794,1848,5%,1599,33,-5.9&,249,5.07,-3.5%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
Italia,14372,2515507,474617,788,23066,5%,20778,34,-1.8&,2288,3.8,-2.7%,Dati della Protezione Civile del 28 Gennaio 2021 ore 18:59
