Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.610,155.432,60.747,4.742,386,1%,349,27,330%,37,289,570%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Basilicata,965,46.331,12.637,2.318,80,1%,79,14,820%,1,018,000%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Calabria,3.207,136.584,32.493,1.746,432,1%,399,21,130%,33,177,-1320%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Campania,24.451,784.089,218.954,3.893,1.233,1%,1.154,21,250%,79,140,000%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Emilia-Romagna,20.648,750.971,259.464,5.845,2.409,1%,2.258,51,320%,151,340,200%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Friuli Venezia Giulia,4.039,195.986,42.834,3.565,410,1%,369,31,510%,41,341,250%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Lazio,10.272,655.232,194.403,3.392,1.824,1%,1.620,28,-060%,204,356,100%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Liguria,5.692,205.639,22.736,1.497,716,3%,676,45,-160%,40,263,000%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Lombardia,39.683,1.681.066,578.257,5.793,3.709,1%,3.452,35,410%,257,257,160%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Marche,1.955,167.376,10.901,728,325,3%,266,18,-070%,59,394,170%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Molise,727,22.276,6.479,2.202,20,0%,18,6,-1820%,2,068,000%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
P.A. Bolzano,2.651,120.231,18.614,3.480,90,0%,74,14,140%,16,299,-590%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
P.A. Trento,2.357,87.597,26.659,4.917,153,1%,128,24,-150%,25,461,-740%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Piemonte,14.741,656.092,160.594,3.757,2.076,1%,1.930,45,-020%,146,342,-070%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Puglia,3.218,370.694,62.901,1.599,548,1%,495,13,100%,53,135,390%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Sardegna,1.296,102.850,18.428,1.159,259,1%,231,15,740%,28,176,370%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Sicilia,11.354,494.786,150.466,3.113,1.463,1%,1.300,27,190%,163,337,-120%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Toscana,13.151,547.508,180.914,4.899,1.296,1%,1.173,32,170%,123,333,000%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Umbria,2.068,121.927,35.044,4.049,226,1%,214,25,290%,12,139,-1430%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Valle d'Aosta,574,22.461,5.848,4.713,60,1%,53,43,390%,7,564,4000%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Veneto,17.956,830.517,224.145,4.603,1.601,1%,1.410,29,170%,191,392,-300%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
Italia,184.615,8.155.645,2.323.518,3.922,19.316,1%,17.648,30,200%,1.668,282,-010%,Dati della Protezione Civile del 13 Gennaio 2022 ore 19:14
