Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,225,66.156,10.299,789,644,6%,573,44,-070%,71,544,290%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Basilicata,94,19.899,4.986,895,187,4%,175,31,-170%,12,215,000%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Calabria,448,48.393,11.056,574,458,4%,420,22,340%,38,197,560%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Campania,2.314,343.918,92.082,1.592,1.719,2%,1.567,27,060%,152,263,-190%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Emilia-Romagna,1.789,341.218,72.480,1.623,3.547,5%,3.181,71,-360%,366,819,-130%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Friuli Venezia Giulia,452,99.175,14.032,1.158,674,5%,596,49,-600%,78,644,-370%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Lazio,1.631,290.834,51.952,886,3.469,7%,3.077,52,030%,392,668,430%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Liguria,460,90.966,7.612,493,730,10%,652,42,030%,78,505,830%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Lombardia,4.132,748.040,94.125,932,7.522,8%,6.660,66,-060%,862,853,060%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Marche,579,89.863,8.832,582,925,10%,785,52,-100%,140,922,-140%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Molise,33,12.394,818,271,69,8%,55,18,-350%,14,463,-1250%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
P.A. Bolzano,145,69.343,641,120,85,13%,69,13,-420%,16,301,-1110%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
P.A. Trento,127,41.612,2.640,486,230,9%,179,33,-530%,51,940,000%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Piemonte,2.127,315.933,34.036,784,4.188,12%,3.819,88,-120%,369,850,-240%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Puglia,2.142,199.567,50.166,1.252,2.153,4%,1.897,47,100%,256,639,-270%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Sardegna,328,46.655,15.289,938,293,2%,255,16,450%,38,233,860%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Sicilia,1.014,177.641,21.925,441,1.054,5%,902,18,040%,152,306,130%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Toscana,1.473,200.118,28.709,771,1.881,7%,1.603,43,100%,278,747,150%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Umbria,106,51.377,4.627,526,370,8%,317,36,-280%,53,602,-190%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Valle d'Aosta,79,9.544,1.045,833,67,6%,55,44,-180%,12,956,2000%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Veneto,1.563,387.601,37.503,764,1.938,5%,1.652,34,-080%,286,583,070%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
Italia,21.261,3.650.247,564.855,938,32.203,6%,28.489,47,-070%,3.714,616,030%,Dati della Protezione Civile del 03 Aprile 2021 ore 18:35
