Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,217,1382,8,181,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Basilicata,39,358,1,79,14,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Calabria,206,971,12,177,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Campania,431,3890,19,575,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Emilia-Romagna,1258,9001,40,889,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Friuli Venezia Giulia,217,1277,4,175,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Lazio,763,6421,50,943,243,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Liguria,362,1607,5,218,12,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Lombardia,891,10457,27,1810,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Marche,128,983,5,230,50,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Molise,19,176,1,39,26,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
P.A. Bolzano,42,500,1,100,20,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
P.A. Trento,84,517,1,90,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Piemonte,387,6794,8,628,99,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Puglia,365,2751,18,405,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Sardegna,132,1602,11,204,16,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Sicilia,649,3688,34,791,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Toscana,425,5033,19,570,13,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Umbria,179,662,2,86,41,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Valle d'Aosta,9,85,0,13,21,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Veneto,536,6000,22,1000,0,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
Italia,7339,64155,288,9203,555,Dati della Protezione Civile del 17 Agosto 2022 ore 17:14
