Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,313,1382,13,181,14,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Basilicata,91,375,2,79,14,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Calabria,329,1073,15,198,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Campania,696,4120,30,581,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Emilia-Romagna,1325,9001,41,889,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Friuli Venezia Giulia,146,1277,3,175,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Lazio,1191,6421,71,943,243,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Liguria,283,1646,10,215,12,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Lombardia,1149,10457,40,1810,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Marche,206,1013,9,256,55,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Molise,31,176,3,39,26,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
P.A. Bolzano,45,500,2,100,20,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
P.A. Trento,51,517,3,90,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Piemonte,701,6794,20,628,99,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Puglia,627,2923,36,503,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Sardegna,350,1602,25,204,16,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Sicilia,944,3725,59,841,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Toscana,774,5033,35,570,10,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Umbria,272,662,7,86,41,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Valle d'Aosta,16,163,1,34,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Veneto,626,6000,24,1000,0,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
Italia,10166,64860,449,9422,550,Dati della Protezione Civile del 13 Aprile 2022 ore 22:53
