Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,78,1324,13,177,23,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Basilicata,39,368,0,88,13,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Calabria,133,916,13,169,2,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Campania,361,3849,21,548,195,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Emilia-Romagna,405,7920,53,846,43,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Friuli Venezia Giulia,30,1277,10,175,0,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Lazio,508,6421,67,943,243,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Liguria,72,1678,10,216,12,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Lombardia,339,6369,42,1416,114,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Marche,65,972,12,212,61,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Molise,7,176,1,39,26,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
P.A. Bolzano,16,500,5,100,20,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
P.A. Trento,25,517,0,90,0,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Piemonte,142,5824,10,628,99,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Puglia,228,2741,24,482,0,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Sardegna,228,1602,25,204,16,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Sicilia,752,3822,103,926,0,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Toscana,397,5033,43,570,34,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Umbria,54,684,8,91,36,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Valle d'Aosta,3,83,0,33,0,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Veneto,177,6000,43,1000,0,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Italia,4059,58076,503,8953,937,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
