Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,85,76.209,1.448,112,23,2%,23,2,450%,0,000,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Basilicata,61,27.400,678,123,17,3%,17,3,1330%,0,000,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Calabria,122,70.955,2.749,145,70,3%,64,3,320%,6,032,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Campania,471,431.063,8.480,148,208,2%,196,3,370%,12,021,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Emilia-Romagna,700,394.328,7.132,160,223,3%,208,5,560%,15,034,710%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Friuli Venezia Giulia,88,108.035,694,58,17,2%,14,1,-670%,3,025,5000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Lazio,742,358.528,10.075,175,332,3%,287,5,-100%,45,078,230%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Liguria,156,105.328,1.204,79,42,3%,33,2,-290%,9,059,1250%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Lombardia,777,852.970,10.862,108,231,2%,206,2,-240%,25,025,-380%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Marche,165,105.562,1.979,131,27,1%,22,1,480%,5,033,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Molise,5,13.916,115,38,1,1%,1,0,000%,0,000,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
P.A. Bolzano,22,73.797,336,63,8,2%,5,1,-5000%,3,056,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
P.A. Trento,34,46.395,361,66,8,2%,8,1,3330%,0,000,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Piemonte,229,365.827,2.377,55,75,3%,69,2,-420%,6,014,2000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Puglia,232,256.031,2.348,59,89,4%,81,2,-120%,8,020,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Sardegna,330,62.051,4.944,307,88,2%,75,5,710%,13,081,1820%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Sicilia,901,242.960,10.670,219,306,3%,275,6,260%,31,064,330%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Toscana,641,251.973,6.972,189,154,2%,137,4,790%,17,046,2140%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Umbria,119,58.352,1.691,194,19,1%,17,2,2140%,2,023,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Valle d'Aosta,4,11.765,57,46,2,4%,2,2,10000%,0,000,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Veneto,629,436.583,12.113,248,125,1%,111,2,570%,14,029,000%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
Italia,6.513,4.350.028,87.285,146,2.065,2%,1.851,3,220%,214,036,650%,Dati della Protezione Civile del 31 Luglio 2021 ore 19:31
