Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,99,77.649,2.027,157,67,3%,61,5,000%,6,046,2000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Basilicata,49,28.154,1.145,207,37,3%,36,7,590%,1,018,-5000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Calabria,201,74.000,3.402,180,121,4%,110,6,090%,11,058,5710%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Campania,335,438.764,9.059,159,345,4%,327,6,320%,18,032,2000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Emilia-Romagna,478,404.078,13.428,301,405,3%,361,8,490%,44,099,1000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Friuli Venezia Giulia,79,109.405,932,77,33,4%,26,2,-1330%,7,058,000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Lazio,551,367.990,17.812,309,571,3%,505,9,240%,66,115,-570%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Liguria,133,107.648,1.749,115,87,5%,75,5,000%,12,079,2000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Lombardia,374,862.414,12.906,129,359,3%,320,3,290%,39,039,-250%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Marche,101,108.174,3.005,199,47,2%,39,3,260%,8,053,1430%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Molise,11,14.082,154,51,8,5%,7,2,1670%,1,033,000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
P.A. Bolzano,39,74.302,535,100,18,3%,17,3,000%,1,019,000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
P.A. Trento,42,46.957,485,89,23,5%,21,4,000%,2,037,10000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Piemonte,205,369.347,3.366,78,144,4%,132,3,390%,12,028,910%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Puglia,165,259.950,4.201,106,160,4%,137,3,070%,23,058,000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Sardegna,207,67.511,7.363,457,176,2%,158,10,1290%,18,112,-1820%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Sicilia,1.229,257.581,19.949,409,684,3%,607,12,410%,77,158,850%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Toscana,396,262.899,12.274,332,347,3%,309,8,400%,38,103,270%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Umbria,135,60.258,2.214,254,49,2%,45,5,2500%,4,046,10000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Valle d'Aosta,22,11.929,145,116,4,3%,4,3,000%,0,000,000%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Veneto,422,446.514,12.965,266,210,2%,175,4,1290%,35,072,940%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
Italia,5.273,4.449.606,129.116,216,3.895,3%,3.472,6,410%,423,071,470%,Dati della Protezione Civile del 17 Agosto 2021 ore 17:42
