Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,38,1324,1,177,23,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Basilicata,19,326,1,88,13,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Calabria,75,778,5,169,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Campania,246,3832,13,548,195,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Emilia-Romagna,267,6538,24,760,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Friuli Venezia Giulia,19,1277,4,175,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Lazio,392,6421,53,943,243,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Liguria,40,1670,13,214,12,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Lombardia,254,6369,31,1416,114,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Marche,46,951,4,209,61,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Molise,2,176,1,39,26,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
P.A. Bolzano,9,391,1,100,20,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
P.A. Trento,10,517,1,90,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Piemonte,90,5824,5,628,99,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Puglia,95,2810,13,456,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Sardegna,87,1602,19,196,39,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Sicilia,362,3116,40,713,196,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Toscana,201,5033,22,570,37,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Umbria,18,684,2,91,36,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Valle d'Aosta,4,83,0,33,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Veneto,135,6000,15,1000,0,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
Italia,2409,55722,268,8615,1114,Dati della Protezione Civile del 05 Agosto 2021 ore 18:59
