Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,215,1382,8,181,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Basilicata,41,358,1,79,13,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Calabria,213,971,14,177,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Campania,426,3890,23,575,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Emilia-Romagna,1290,9001,41,889,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Friuli Venezia Giulia,232,1277,5,175,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Lazio,805,6421,50,943,243,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Liguria,368,1607,8,218,12,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Lombardia,917,10457,30,1810,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Marche,132,983,5,230,50,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Molise,20,176,1,39,26,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
P.A. Bolzano,50,500,1,100,20,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
P.A. Trento,82,517,1,90,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Piemonte,411,6794,9,628,99,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Puglia,388,2751,16,405,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Sardegna,137,1602,10,204,16,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Sicilia,672,3691,32,796,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Toscana,428,5033,20,570,13,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Umbria,186,662,1,86,41,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Valle d'Aosta,12,85,0,13,21,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Veneto,519,6000,23,1000,0,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
Italia,7544,64158,299,9208,554,Dati della Protezione Civile del 16 Agosto 2022 ore 23:45
