Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,19,1324,1,185,23,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Basilicata,22,342,0,88,13,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Calabria,48,818,5,152,25,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Campania,189,3832,11,569,87,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Emilia-Romagna,144,6538,9,760,0,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Friuli Venezia Giulia,9,1277,0,175,0,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Lazio,183,6421,30,943,193,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Liguria,19,1700,5,212,12,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Lombardia,142,6369,27,1416,114,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Marche,14,951,3,209,57,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Molise,1,176,0,39,0,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
P.A. Bolzano,2,391,0,63,0,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
P.A. Trento,3,517,0,60,15,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Piemonte,47,5824,3,628,99,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Puglia,80,2799,9,462,0,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Sardegna,51,1602,6,216,33,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Sicilia,172,3008,21,643,196,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Toscana,86,5033,12,570,37,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Umbria,13,671,1,97,30,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Valle d'Aosta,0,67,0,15,6,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Veneto,60,6000,12,1000,0,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
Italia,1304,55660,155,8502,940,Dati della Protezione Civile del 23 Luglio 2021 ore 19:28
