Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,4.004,180.855,81.459,6.359,458,1%,418,33,170%,40,312,810%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Basilicata,1.388,52.812,16.040,2.942,95,1%,91,17,110%,4,073,3330%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Calabria,2.785,154.418,40.027,2.151,470,1%,435,23,-090%,35,188,290%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Campania,16.977,906.823,246.435,4.382,1.430,1%,1.331,24,100%,99,176,650%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Emilia-Romagna,20.140,875.323,348.440,7.850,2.617,1%,2.465,56,220%,152,342,200%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Friuli Venezia Giulia,5.238,225.377,56.302,4.686,469,1%,429,36,-070%,40,333,-480%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Lazio,13.423,743.319,246.773,4.306,2.117,1%,1.915,33,140%,202,353,-100%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Liguria,6.882,245.343,35.337,2.327,766,2%,725,48,040%,41,270,000%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Lombardia,33.676,1.893.559,518.807,5.198,3.990,1%,3.719,37,110%,271,272,230%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Marche,6.905,204.837,18.245,1.218,342,2%,292,19,-070%,50,334,-910%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Molise,415,25.732,8.937,3.037,19,0%,18,6,-1430%,1,034,000%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
P.A. Bolzano,2.989,138.744,26.460,4.947,120,0%,104,19,-550%,16,299,-590%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
P.A. Trento,2.659,103.618,27.832,5.133,165,1%,145,27,-330%,20,369,530%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Piemonte,15.328,752.628,172.371,4.032,2.199,1%,2.056,48,-030%,143,335,070%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Puglia,8.333,505.565,133.483,3.393,754,1%,691,18,390%,63,160,-870%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Sardegna,1.432,112.353,22.180,1.395,295,1%,265,17,150%,30,189,1110%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Sicilia,7.997,551.395,197.017,4.076,1.573,1%,1.403,29,120%,170,352,000%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Toscana,13.720,628.124,179.991,4.874,1.454,1%,1.330,36,120%,124,336,-240%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Umbria,2.133,135.626,25.949,2.998,213,1%,202,23,-100%,11,127,1000%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Valle d'Aosta,540,25.709,6.061,4.884,84,1%,78,63,260%,6,484,000%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Veneto,21.833,956.096,273.895,5.624,1.727,1%,1.547,32,-120%,180,370,170%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
Italia,188.797,9.418.256,2.682.041,4.528,21.357,1%,19.659,33,080%,1.698,287,060%,Dati della Protezione Civile del 20 Gennaio 2022 ore 18:38
