Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,634,1486,85,206,0,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Basilicata,92,422,9,88,13,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Calabria,195,929,20,152,25,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Campania,1360,4154,133,620,36,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Emilia-Romagna,2476,6126,239,757,0,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Friuli Venezia Giulia,380,1277,61,175,0,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Lazio,1831,6421,226,943,193,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Liguria,520,1795,50,216,18,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Lombardia,4408,10852,476,1416,114,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Marche,570,1176,78,233,40,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Molise,94,221,19,39,0,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
P.A. Bolzano,208,546,31,100,0,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
P.A. Trento,191,584,42,90,15,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Piemonte,2139,5824,180,628,99,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Puglia,1269,3623,163,569,80,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Sardegna,206,1602,20,208,35,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Sicilia,726,3915,123,834,196,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Toscana,989,5033,174,577,23,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Umbria,446,852,78,141,2,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Valle d'Aosta,13,227,2,20,12,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Veneto,823,6000,118,1000,0,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
Italia,19570,63065,2327,9012,901,Dati della Protezione Civile del 02 Marzo 2021 ore 19:26
