Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,56,1324,6,177,23,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Basilicata,21,362,0,88,13,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Calabria,78,966,7,174,3,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Campania,172,3511,20,555,189,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Emilia-Romagna,282,7920,33,889,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Friuli Venezia Giulia,53,1277,8,175,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Lazio,335,6421,50,943,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Liguria,59,1700,10,217,12,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Lombardia,276,6369,48,1530,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Marche,43,964,12,212,63,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Molise,5,176,1,39,26,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
P.A. Bolzano,38,500,5,100,20,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
P.A. Trento,6,517,2,90,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Piemonte,185,5824,20,628,99,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Puglia,126,2745,17,482,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Sardegna,45,1602,7,204,16,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Sicilia,267,3685,42,897,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Toscana,224,5033,24,570,38,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Umbria,34,662,5,84,43,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Valle d'Aosta,6,83,0,33,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Veneto,162,6000,24,1000,0,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
Italia,2473,57641,341,9087,545,Dati della Protezione Civile del 24 Ottobre 2021 ore 17:40
