Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,955,397.999,29.755,2.323,283,1%,272,21,-350%,11,086,1000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Basilicata,288,135.084,28.783,5.280,77,0%,75,14,-630%,2,037,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Calabria,931,380.617,59.817,3.215,202,0%,193,10,430%,9,048,-1820%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Campania,3.253,1.681.763,144.951,2.577,568,0%,531,9,-550%,37,066,570%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Emilia-Romagna,2.835,1.465.883,37.878,853,1.140,3%,1.106,25,-290%,34,077,970%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Friuli Venezia Giulia,585,374.885,22.428,1.867,143,1%,141,12,-540%,2,017,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Lazio,2.883,1.547.008,140.330,2.449,823,1%,774,14,-330%,49,086,-750%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Liguria,728,443.221,11.095,731,220,2%,211,14,-750%,9,059,-1820%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Lombardia,4.325,2.858.315,130.856,1.311,949,1%,914,9,020%,35,035,-540%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Marche,899,465.926,4.638,310,116,3%,113,8,270%,3,020,-2500%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Molise,223,64.499,7.651,2.600,23,0%,21,7,-870%,2,068,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
P.A. Bolzano,277,216.148,2.852,533,36,1%,36,7,-1220%,0,000,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
P.A. Trento,218,165.957,2.546,470,50,2%,47,9,-780%,3,055,-2500%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Piemonte,1.770,1.183.596,34.293,802,560,2%,541,13,210%,19,044,-1740%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Puglia,1.888,1.114.959,86.616,2.202,448,1%,421,11,-280%,27,069,-360%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Sardegna,1.099,301.620,23.088,1.452,236,1%,225,14,-470%,11,069,1000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Sicilia,2.204,1.164.153,92.867,1.921,662,1%,632,13,-110%,30,062,-1890%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Toscana,1.706,1.135.444,36.171,979,404,1%,390,11,-690%,14,038,-1250%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Umbria,676,281.007,9.330,1.078,153,2%,152,18,-1650%,1,012,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Valle d'Aosta,52,36.157,1.223,986,22,2%,22,18,-830%,0,000,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Veneto,2.613,1.733.236,45.410,932,479,1%,459,9,430%,20,041,000%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
Italia,30.408,17.147.477,952.578,1.608,7.594,1%,7.276,12,-250%,318,054,-560%,Dati della Protezione Civile del 18 Maggio 2022 ore 23:45
