Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,20,73.262,6.877,531,223,3%,202,16,150%,21,162,-450%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Basilicata,17,25.644,4.953,895,115,2%,107,19,000%,8,145,-1110%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Calabria,71,64.703,11.784,622,379,3%,356,19,-140%,23,121,950%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Campania,550,412.186,78.571,1.376,1.261,2%,1.166,20,-070%,95,166,-400%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Emilia-Romagna,342,379.918,23.008,515,1.218,5%,1.062,24,190%,156,349,-060%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Friuli Venezia Giulia,16,106.521,5.708,473,87,2%,72,6,000%,15,124,-630%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Lazio,388,336.862,32.744,569,1.798,5%,1.563,27,100%,235,408,-040%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Liguria,51,101.833,2.961,194,319,11%,267,18,-460%,52,341,200%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Lombardia,675,826.164,38.238,381,2.399,6%,2.028,20,-120%,371,370,-290%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Marche,53,101.077,4.725,312,310,7%,262,17,230%,48,317,210%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Molise,1,13.515,292,97,23,8%,19,6,560%,4,133,000%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
P.A. Bolzano,3,72.228,979,184,19,2%,18,3,000%,1,019,-8330%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
P.A. Trento,15,44.929,759,139,62,8%,47,9,-210%,15,275,-1180%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Piemonte,207,356.017,10.418,242,1.319,13%,1.179,27,-570%,140,325,140%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Puglia,145,246.494,37.627,952,1.223,3%,1.097,28,-240%,126,319,-080%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Sardegna,23,56.155,14.241,884,250,2%,211,13,-050%,39,242,000%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Sicilia,299,220.354,16.696,342,920,6%,808,17,-050%,112,230,-510%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Toscana,382,237.151,14.031,380,1.031,7%,853,23,130%,178,482,170%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Umbria,15,55.819,2.327,267,131,6%,114,13,-810%,17,195,630%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Valle d'Aosta,9,11.393,442,354,25,6%,22,18,000%,3,240,-2500%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Veneto,173,420.351,15.510,318,666,4%,571,12,-020%,95,195,000%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
Italia,3.455,4.162.576,322.891,541,13.778,4%,12.024,20,-090%,1.754,294,-140%,Dati della Protezione Civile del 17 Maggio 2021 ore 18:24
