Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,25,76.292,1.486,115,39,3%,38,3,1180%,1,008,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Basilicata,7,27.431,706,128,20,3%,19,3,1180%,1,018,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Calabria,67,71.148,2.893,153,76,3%,71,4,760%,5,026,-1670%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Campania,194,431.634,8.392,147,235,3%,225,4,320%,10,018,-1670%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Emilia-Romagna,560,395.489,8.056,180,261,3%,241,5,810%,20,045,1760%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Friuli Venezia Giulia,22,108.106,712,59,22,3%,19,2,1880%,3,025,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Lazio,292,359.536,11.081,193,369,3%,321,6,810%,48,083,430%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Liguria,40,105.540,1.411,93,44,3%,32,2,-590%,12,079,3330%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Lombardia,326,853.818,11.446,114,242,2%,210,2,100%,32,032,1850%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Marche,65,105.753,2.095,138,35,2%,29,2,1600%,6,040,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Molise,0,13.939,129,43,1,1%,0,0,000%,1,033,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
P.A. Bolzano,0,73.818,345,65,10,3%,7,1,4000%,3,056,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
P.A. Trento,12,46.442,385,71,10,3%,9,2,000%,1,018,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Piemonte,138,366.111,2.554,59,87,3%,81,2,000%,6,014,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Puglia,66,256.255,2.452,62,92,4%,83,2,1070%,9,023,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Sardegna,178,62.543,5.291,328,96,2%,77,5,410%,19,118,1180%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Sicilia,262,243.803,11.349,233,354,3%,320,7,850%,34,070,300%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Toscana,452,253.127,7.854,213,179,2%,159,4,670%,20,054,1110%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Umbria,22,58.451,1.660,191,21,1%,19,2,560%,2,023,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Valle d'Aosta,2,11.771,60,48,2,3%,2,2,000%,0,000,000%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Veneto,460,437.526,12.660,259,124,1%,108,2,000%,16,033,670%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
Italia,3.190,4.358.533,93.017,156,2.319,2%,2.070,3,590%,249,042,830%,Dati della Protezione Civile del 02 Agosto 2021 ore 20:12
