Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,125,1382,5,181,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Basilicata,50,354,1,79,13,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Calabria,179,978,6,183,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Campania,416,3899,27,573,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Emilia-Romagna,910,9001,28,889,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Friuli Venezia Giulia,159,1277,8,175,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Lazio,588,6421,51,943,243,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Liguria,189,1638,3,215,12,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Lombardia,837,10457,17,1810,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Marche,86,983,3,230,49,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Molise,13,176,1,39,26,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
P.A. Bolzano,72,500,2,100,20,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
P.A. Trento,46,517,0,90,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Piemonte,319,6794,11,628,99,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Puglia,270,2736,10,405,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Sardegna,122,1602,8,204,16,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Sicilia,759,3616,27,779,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Toscana,350,5033,14,570,15,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Umbria,146,662,1,86,41,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Valle d'Aosta,11,85,0,13,21,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Veneto,388,6000,14,1000,0,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
Italia,6035,64111,237,9192,555,Dati della Protezione Civile del 28 Giugno 2022 ore 23:45
