Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,632,94.322,7.343,571,141,2%,125,10,-230%,16,124,-1580%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Basilicata,165,33.368,2.037,372,42,2%,42,8,1050%,0,000,000%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Calabria,676,102.274,9.294,495,260,3%,231,12,090%,29,154,2610%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Campania,2.650,523.338,28.910,509,495,2%,463,8,110%,32,056,1030%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Emilia-Romagna,2.068,496.266,45.542,1.024,1.216,3%,1.109,25,230%,107,241,000%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Friuli Venezia Giulia,937,145.546,8.135,679,319,4%,293,24,-200%,26,217,-1030%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Lazio,2.497,464.168,41.175,720,1.031,3%,908,16,-080%,123,215,-390%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Liguria,1.129,136.913,8.503,563,453,5%,425,28,600%,28,185,-970%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Lombardia,10.569,1.019.298,81.830,821,1.516,2%,1.352,14,340%,164,165,190%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Marche,836,135.208,6.649,443,216,3%,176,12,-060%,40,266,260%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Molise,83,15.586,308,104,12,4%,10,3,1110%,2,067,000%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
P.A. Bolzano,399,97.150,5.756,1.078,107,2%,86,16,-440%,21,393,1050%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
P.A. Trento,392,56.935,3.299,606,120,4%,97,18,-200%,23,422,-800%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Piemonte,3.290,435.346,29.943,701,918,3%,854,20,290%,64,150,000%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Puglia,952,289.194,8.189,209,196,2%,171,4,240%,25,064,1900%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Sardegna,304,83.072,4.344,272,132,3%,121,8,520%,11,069,-830%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Sicilia,1.410,346.027,22.404,463,634,3%,561,12,430%,73,151,900%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Toscana,2.038,321.653,19.536,533,437,2%,373,10,280%,64,174,490%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Umbria,677,72.470,4.571,528,67,1%,59,7,540%,8,092,-1110%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Valle d'Aosta,67,14.493,943,761,24,3%,23,19,000%,1,081,000%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Veneto,4.522,589.842,64.018,1.319,1.218,2%,1.065,22,090%,153,315,-730%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
Italia,36.293,5.472.469,402.729,680,9.554,2%,8.544,14,190%,1.010,170,-020%,Dati della Protezione Civile del 22 Dicembre 2021 ore 17:57
