Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,3.171,310.256,38.189,2.981,301,1%,285,22,-030%,16,125,000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Basilicata,1.199,104.666,24.575,4.508,115,0%,111,20,280%,4,073,10000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Calabria,4.214,290.790,74.179,3.987,399,1%,378,20,050%,21,113,-1600%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Campania,11.755,1.383.441,161.830,2.877,753,0%,712,13,330%,41,073,-680%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Emilia-Romagna,3.036,1.271.569,48.618,1.095,1.124,2%,1.084,24,-010%,40,090,260%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Friuli Venezia Giulia,1.502,332.088,23.029,1.917,139,1%,132,11,150%,7,058,1670%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Lazio,11.430,1.268.733,118.999,2.077,1.279,1%,1.200,21,360%,79,138,680%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Liguria,2.290,382.312,17.468,1.150,271,2%,263,17,270%,8,053,-2000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Lombardia,12.518,2.518.647,154.415,1.547,1.056,1%,1.010,10,440%,46,046,-210%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Marche,3.323,385.722,16.133,1.077,249,2%,239,16,000%,10,067,1110%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Molise,319,48.057,8.375,2.846,29,0%,29,10,740%,0,000,000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
P.A. Bolzano,1.061,205.031,6.143,1.148,71,1%,68,13,-680%,3,056,-4000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
P.A. Trento,625,148.699,4.010,740,58,1%,56,10,180%,2,037,000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Piemonte,3.874,1.044.027,51.666,1.209,626,1%,604,14,-100%,22,051,1000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Puglia,10.805,903.014,116.924,2.972,691,1%,653,17,450%,38,097,-260%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Sardegna,2.951,226.053,30.889,1.943,348,1%,325,20,090%,23,145,950%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Sicilia,6.628,961.003,225.505,4.665,1.040,0%,982,20,240%,58,120,-330%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Toscana,6.833,974.119,48.781,1.321,883,2%,845,23,250%,38,103,-260%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Umbria,2.180,230.735,19.479,2.251,220,1%,216,25,190%,4,046,000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Valle d'Aosta,94,32.509,1.189,958,20,2%,20,16,1110%,0,000,000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Veneto,9.649,1.475.108,76.482,1.571,555,1%,528,11,1070%,27,055,800%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
Italia,99.457,14.496.579,1.266.878,2.139,10.227,1%,9.740,16,260%,487,082,000%,Dati della Protezione Civile del 29 Marzo 2022 ore 19:20
