Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,494,50204,12377,948,619,5%,546,42,-1.1%,73,5.59,4.3%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Basilicata,136,14692,3535,635,81,2%,77,14,5.5%,4,0.72,-33.3%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Calabria,177,36198,6500,338,188,3%,173,9,0%,15,0.78,-25%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Campania,1616,249781,69229,1197,1423,2%,1313,23,1.8%,110,1.9,0%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Emilia-Romagna,1821,242462,34937,782,2085,6%,1902,43,0.6%,183,4.1,1.1%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Friuli Venezia Giulia,310,73353,9361,773,405,4%,349,29,-3.3%,56,4.62,-3.4%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Lazio,990,223845,35608,607,2156,6%,1925,33,-1%,231,3.94,-0.4%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Liguria,274,75147,4832,313,581,12%,523,34,-3.3%,58,3.76,-1.7%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Lombardia,3724,573747,51789,513,4106,8%,3733,37,0.5%,373,3.69,1.4%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Marche,488,62704,8501,560,606,7%,524,35,0.8%,82,5.4,3.8%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Molise,114,9914,1683,557,91,5%,80,26,3.9%,11,3.64,-8.3%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
P.A. Bolzano,524,50800,7278,1368,290,4%,254,48,0.4%,36,6.77,-2.7%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
P.A. Trento,256,31411,2884,531,197,7%,172,32,0%,25,4.61,-7.4%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Piemonte,1307,237382,12437,286,1979,16%,1849,43,-0.9%,130,2.99,1.6%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Puglia,874,138796,33330,832,1424,4%,1261,31,-1.7%,163,4.07,2.5%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Sardegna,44,40582,13329,817,309,2%,282,17,-4.4%,27,1.66,8%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Sicilia,440,148105,31569,635,1034,3%,884,18,-4.9%,150,3.02,3.4%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Toscana,924,146900,13210,355,872,7%,723,19,0.8%,149,4,3.5%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Umbria,301,42359,8439,959,545,6%,462,52,-1.5%,83,9.43,-2.4%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Valle d'Aosta,8,7955,133,106,11,8%,9,7,-10%,2,1.59,0%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Veneto,657,324545,21487,438,888,4%,790,16,-4.8%,98,2,0%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
Italia,15479,2780882,382448,635,19890,5%,17831,30,-0.7%,2059,3.42,0.7%,Dati della Protezione Civile del 19 Febbraio 2021 ore 18:00
