Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,17,83.051,1.931,149,70,4%,61,5,1090%,9,070,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Basilicata,15,30.793,819,148,26,3%,26,5,830%,0,000,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Calabria,46,87.654,3.108,164,107,3%,101,5,-100%,6,032,2000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Campania,248,467.820,9.135,160,291,3%,269,5,390%,22,039,1580%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Emilia-Romagna,334,433.011,7.611,170,349,5%,320,7,360%,29,065,-330%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Friuli Venezia Giulia,160,117.460,2.258,187,96,4%,79,7,530%,17,141,-560%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Lazio,388,395.979,9.727,169,491,5%,433,8,640%,58,101,180%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Liguria,84,115.065,1.245,82,89,7%,78,5,400%,11,072,1000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Lombardia,213,894.982,9.858,98,341,3%,293,3,170%,48,048,670%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Marche,42,116.319,2.255,149,80,4%,60,4,1110%,20,132,1110%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Molise,0,14.669,114,38,7,6%,5,2,000%,2,067,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
P.A. Bolzano,27,79.137,1.327,249,60,5%,56,11,1430%,4,075,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
P.A. Trento,21,49.417,512,94,28,5%,26,5,1820%,2,037,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Piemonte,193,385.248,4.315,100,225,5%,203,5,800%,22,051,480%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Puglia,83,273.092,3.119,79,161,5%,141,4,140%,20,051,1760%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Sardegna,30,76.238,1.347,84,49,4%,42,3,-450%,7,043,1670%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Sicilia,382,308.909,7.611,156,345,5%,305,6,170%,40,082,1110%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Toscana,190,290.031,5.902,160,299,5%,271,7,630%,28,076,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Umbria,20,65.266,1.171,135,48,4%,41,5,790%,7,080,1670%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Valle d'Aosta,5,12.315,79,63,5,6%,5,4,000%,0,000,000%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Veneto,336,481.158,11.003,226,210,2%,177,4,410%,33,068,650%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
Italia,2.834,4.777.614,84.447,142,3.377,4%,2.992,5,450%,385,065,580%,Dati della Protezione Civile del 02 Novembre 2021 ore 17:55
