Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,2.301,317.091,41.381,3.230,311,1%,295,23,030%,16,125,000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Basilicata,1.061,107.416,25.667,4.708,108,0%,105,19,000%,3,055,-2500%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Calabria,3.477,299.051,76.443,4.109,382,0%,362,19,-160%,20,107,530%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Campania,7.903,1.408.206,167.499,2.978,767,0%,733,13,050%,34,060,300%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Emilia-Romagna,4.941,1.286.366,56.422,1.271,1.175,2%,1.139,26,040%,36,081,290%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Friuli Venezia Giulia,1.417,335.659,24.040,2.001,148,1%,142,12,440%,6,050,2000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Lazio,8.460,1.295.406,127.570,2.226,1.279,1%,1.202,21,080%,77,134,000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Liguria,1.507,386.854,17.886,1.178,256,1%,248,16,210%,8,053,1430%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Lombardia,9.053,2.546.320,160.556,1.609,1.112,1%,1.070,11,290%,42,042,240%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Marche,2.386,392.872,14.235,950,250,2%,237,16,-370%,13,087,1820%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Molise,318,49.309,7.607,2.585,34,0%,33,11,000%,1,034,000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
P.A. Bolzano,573,198.663,6.736,1.259,71,1%,69,13,-140%,2,037,-5000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
P.A. Trento,383,149.988,4.190,773,60,1%,57,11,000%,3,055,5000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Piemonte,3.109,1.053.479,53.472,1.251,622,1%,596,14,-030%,26,061,1820%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Puglia,6.872,924.698,118.860,3.022,717,1%,679,17,350%,38,097,000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Sardegna,2.008,231.668,30.691,1.930,355,1%,333,21,000%,22,138,480%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Sicilia,4.749,980.734,187.401,3.877,1.032,1%,971,20,-200%,61,126,520%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Toscana,4.793,989.177,48.953,1.326,899,2%,871,24,080%,28,076,-2220%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Umbria,1.639,235.712,19.024,2.198,246,1%,242,28,570%,4,046,000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Valle d'Aosta,67,32.690,1.213,978,21,2%,21,17,500%,0,000,000%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Veneto,7.333,1.498.035,81.641,1.676,612,1%,576,12,300%,36,074,290%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
Italia,74.350,14.719.394,1.271.487,2.146,10.457,1%,9.981,17,080%,476,080,170%,Dati della Protezione Civile del 01 Aprile 2022 ore 19:22
