Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,44,74.238,5.114,395,109,2%,98,8,-670%,11,085,1000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Basilicata,31,26.462,3.378,611,52,2%,52,9,000%,0,000,-10000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Calabria,76,67.530,8.976,474,221,2%,207,11,-280%,14,074,-1250%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Campania,307,420.857,63.813,1.117,621,1%,572,10,-350%,49,086,000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Emilia-Romagna,134,384.648,11.714,262,491,4%,423,9,-560%,68,152,-1280%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Friuli Venezia Giulia,70,107.164,4.748,394,31,1%,30,2,-1180%,1,008,000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Lazio,210,343.032,12.889,224,876,7%,750,13,-590%,126,219,-160%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Liguria,23,102.898,813,53,107,13%,80,5,-1300%,27,177,-360%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Lombardia,436,837.227,21.343,213,1.057,5%,887,9,-550%,170,170,-710%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Marche,98,103.045,3.406,225,109,3%,92,6,-320%,17,112,-560%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Molise,4,13.603,100,33,5,5%,5,2,-2860%,0,000,000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
P.A. Bolzano,34,73.021,572,107,16,3%,14,3,000%,2,038,000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
P.A. Trento,28,45.553,385,71,24,6%,18,3,1250%,6,110,2000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Piemonte,189,361.272,3.928,91,528,13%,467,11,-350%,61,141,-1290%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Puglia,161,251.243,19.206,486,456,2%,423,11,-560%,33,083,-570%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Sardegna,30,56.846,12.483,775,123,1%,111,7,-900%,12,074,-770%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Sicilia,234,227.249,7.895,162,441,6%,396,8,-320%,45,092,000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Toscana,154,242.216,6.147,166,407,7%,311,8,-960%,96,260,-500%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Umbria,38,56.506,1.309,150,57,4%,52,6,000%,5,057,-1670%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Valle d'Aosta,5,11.621,160,128,6,4%,6,5,2000%,0,000,000%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Veneto,130,423.922,6.990,143,244,3%,199,4,-910%,45,092,-220%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
Italia,2.436,4.230.153,195.369,328,5.981,3%,5.193,9,-540%,788,132,-570%,Dati della Protezione Civile del 05 Giugno 2021 ore 18:43
