Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,98,78.641,2.203,170,91,4%,78,6,680%,13,100,000%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Basilicata,48,28.647,1.355,245,39,3%,39,7,-490%,0,000,000%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Calabria,281,76.413,4.416,233,146,3%,133,7,470%,13,069,830%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Campania,696,443.549,9.177,161,382,4%,361,6,430%,21,037,1670%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Emilia-Romagna,561,408.877,15.023,337,458,3%,405,9,-120%,53,119,-360%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Friuli Venezia Giulia,36,110.266,1.053,87,40,4%,30,2,710%,10,083,-910%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Lazio,582,372.706,16.365,284,575,4%,508,9,-160%,67,116,150%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Liguria,139,109.138,2.068,136,82,4%,72,5,-400%,10,066,-910%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Lombardia,758,867.243,12.043,120,381,3%,339,3,-030%,42,042,-230%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Marche,251,109.745,3.351,222,77,2%,65,4,-300%,12,079,910%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Molise,4,14.164,178,59,8,4%,7,2,-1250%,1,033,000%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
P.A. Bolzano,46,74.813,708,133,21,3%,16,3,-1580%,5,094,6670%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
P.A. Trento,44,47.322,497,91,25,5%,25,5,-1070%,0,000,000%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Piemonte,305,371.467,3.587,83,152,4%,142,3,360%,10,023,-910%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Puglia,284,262.425,4.547,115,252,6%,228,6,510%,24,061,-400%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Sardegna,424,70.764,8.015,497,253,3%,228,14,130%,25,155,420%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Sicilia,1.097,269.670,26.110,536,855,3%,752,15,010%,103,211,100%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Toscana,677,268.653,11.752,318,440,4%,397,11,470%,43,116,750%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Umbria,164,61.274,1.850,213,62,3%,54,6,000%,8,092,000%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Valle d'Aosta,7,12.004,140,112,3,2%,3,2,000%,0,000,000%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Veneto,719,451.830,12.619,259,220,2%,177,4,-110%,43,088,-440%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
Italia,7.221,4.509.611,137.057,230,4.562,3%,4.059,7,090%,503,084,080%,Dati della Protezione Civile del 26 Agosto 2021 ore 18:45
