Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,344,41450,10076,772,442,4%,402,31,-3.1&,40,3.06,-4.8%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Basilicata,74,13045,6950,1248,83,1%,81,15,-2.4&,2,0.36,0%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Calabria,263,31774,9373,487,296,3%,274,14,-3.2&,22,1.14,15.8%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Campania,1178,216930,62995,1089,1554,2%,1447,25,-1.6&,107,1.85,5.9%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Emilia-Romagna,923,213501,48106,1077,2491,5%,2281,51,-0.5&,210,4.7,-4.5%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Friuli Venezia Giulia,584,65524,11392,940,707,6%,646,53,-3.3&,61,5.04,-4.7%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Lazio,1338,200944,64903,1107,2791,4%,2508,43,-1.4&,283,4.82,0%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Liguria,268,68396,4245,275,659,16%,591,38,-4.2&,68,4.41,4.6%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Lombardia,2293,530281,49038,485,3950,8%,3573,35,1.2&,377,3.73,-3.8%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Marche,466,53860,8986,592,626,7%,554,36,1.7&,72,4.74,-1.4%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Molise,63,8016,1022,338,59,6%,51,17,0&,8,2.65,14.3%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
P.A. Bolzano,548,37908,14244,2677,249,2%,217,41,-3.6&,32,6.01,6.7%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
P.A. Trento,242,26648,2068,381,236,11%,201,37,-6.9&,35,6.45,-2.8%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Piemonte,821,219826,12401,286,2443,20%,2280,53,-1.2&,163,3.75,0%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Puglia,1233,118739,53443,1333,1592,3%,1410,35,0.5&,182,4.54,1.1%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Sardegna,251,37647,16548,1015,514,3%,471,29,0.6&,43,2.64,-2.3%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Sicilia,996,132603,47030,947,1653,4%,1421,29,-1&,232,4.67,1.3%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Toscana,502,132129,8405,226,779,9%,676,18,-0.9&,103,2.77,0%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Umbria,415,34825,5129,583,384,7%,334,38,0&,50,5.68,0%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Valle d'Aosta,17,7764,270,215,47,17%,43,34,-2.3&,4,3.19,0%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Veneto,2385,309337,41345,842,1958,5%,1700,35,-2.4&,258,5.26,-2.6%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
Italia,15204,2501147,477969,793,23513,5%,21161,35,-0.9&,2352,3.9,-0.8%,Dati della Protezione Civile del 27 Gennaio 2021 ore 18:30
