Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3.615,204.954,103.365,8.069,455,0%,415,32,170%,40,312,-240%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Basilicata,1.001,60.125,17.707,3.248,101,1%,96,18,430%,5,092,000%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Calabria,1.496,164.583,38.886,2.090,449,1%,414,22,070%,35,188,290%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Campania,12.135,994.088,238.608,4.242,1.487,1%,1.387,25,050%,100,178,-200%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Emilia-Romagna,16.142,996.812,400.893,9.031,2.759,1%,2.610,59,130%,149,336,-200%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Friuli Venezia Giulia,5.080,254.771,65.874,5.483,516,1%,475,40,-290%,41,341,000%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Lazio,13.467,839.346,284.857,4.971,2.299,1%,2.096,37,-030%,203,354,-100%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Liguria,5.388,282.593,45.210,2.977,757,2%,717,47,-350%,40,263,000%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Lombardia,25.098,2.069.222,419.679,4.205,3.518,1%,3.264,33,-410%,254,254,-190%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Marche,6.152,244.547,25.014,1.670,358,1%,301,20,070%,57,380,-170%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Molise,507,28.597,9.263,3.148,42,0%,39,13,1470%,3,102,000%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
P.A. Bolzano,2.360,156.135,26.165,4.891,115,0%,101,19,-470%,14,262,000%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
P.A. Trento,1.913,117.984,25.061,4.622,176,1%,151,28,270%,25,461,420%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Piemonte,11.089,840.832,161.465,3.777,2.248,1%,2.111,49,-040%,137,320,-140%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Puglia,8.117,578.552,126.896,3.226,764,1%,698,18,190%,66,168,820%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Sardegna,1.224,121.213,22.857,1.438,363,2%,331,21,120%,32,201,000%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Sicilia,7.369,598.511,229.579,4.750,1.600,1%,1.450,30,-070%,150,310,-320%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Toscana,12.357,706.552,172.770,4.678,1.478,1%,1.359,37,-070%,119,322,-250%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Umbria,1.863,149.117,24.736,2.858,192,1%,184,21,-320%,8,092,1430%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Valle d'Aosta,326,28.219,5.087,4.099,79,2%,72,58,-270%,7,564,1670%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Veneto,18.998,1.102.848,262.481,5.390,1.742,1%,1.582,32,-010%,160,329,-300%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
Italia,155.697,10.539.601,2.706.453,4.569,21.498,1%,19.853,34,-070%,1.645,278,-120%,Dati della Protezione Civile del 27 Gennaio 2022 ore 18:38
