Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,19,66.613,10.716,821,666,6%,596,46,190%,70,536,140%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Basilicata,16,20.034,4.916,883,183,4%,171,31,-120%,12,215,000%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Calabria,197,49.101,11.557,600,468,4%,429,22,000%,39,203,540%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Campania,929,346.755,92.498,1.599,1.758,2%,1.599,28,600%,159,275,390%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Emilia-Romagna,1.493,344.408,72.206,1.616,3.515,5%,3.149,70,100%,366,819,170%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Friuli Venezia Giulia,150,99.667,13.410,1.107,678,5%,592,49,170%,86,710,490%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Lazio,1.419,293.776,53.228,907,3.491,7%,3.095,53,080%,396,675,130%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Liguria,402,91.780,7.730,501,761,10%,683,44,040%,78,505,260%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Lombardia,1.358,752.401,94.431,935,7.484,8%,6.626,66,010%,858,849,-070%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Marche,182,90.368,8.702,573,906,10%,764,50,270%,142,935,000%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Molise,18,12.452,758,251,66,9%,51,17,410%,15,496,000%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
P.A. Bolzano,48,69.467,584,110,100,17%,83,16,920%,17,320,630%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
P.A. Trento,40,41.821,2.599,479,236,9%,183,34,000%,53,977,390%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Piemonte,804,318.162,33.753,777,4.216,12%,3.851,89,040%,365,841,-140%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Puglia,677,201.872,51.220,1.278,2.158,4%,1.910,48,070%,248,619,-160%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Sardegna,261,47.239,15.768,967,323,2%,278,17,820%,45,276,980%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Sicilia,909,179.565,23.705,477,1.183,5%,1.025,21,520%,158,318,330%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Toscana,981,202.725,29.224,785,1.948,7%,1.666,45,320%,282,758,290%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Umbria,53,51.582,4.446,505,350,8%,303,34,030%,47,534,-600%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Valle d'Aosta,75,9.721,1.173,935,66,6%,52,41,000%,14,1116,770%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Veneto,649,389.435,37.472,764,1.966,5%,1.679,34,-010%,287,585,180%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
Italia,10.680,3.678.944,570.096,946,32.522,6%,28.785,48,120%,3.737,620,090%,Dati della Protezione Civile del 05 Aprile 2021 ore 19:13
