Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,456,35314,11073,848,465,4%,430,33,-0.5&,35,2.68,-2.8%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Basilicata,147,10826,6051,1086,93,2%,89,16,0&,4,0.72,0%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Calabria,402,23920,8817,458,261,3%,243,13,-5.4&,18,0.94,5.9%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Campania,1554,189673,77255,1335,1438,2%,1325,23,-2.4&,113,1.95,10.8%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Emilia-Romagna,2116,171512,57346,1284,2862,5%,2629,59,-0.5&,233,5.22,1.3%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Friuli Venezia Giulia,877,50027,11798,974,707,6%,645,53,0.6&,62,5.12,5.1%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Lazio,1767,163051,75173,1282,3092,4%,2789,48,-0.7&,303,5.17,0%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Liguria,472,60469,5620,364,759,14%,694,45,-2.5&,65,4.21,3.2%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Lombardia,3859,478903,54623,541,3926,7%,3437,34,-5&,489,4.84,1.7%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Marche,703,41624,11178,736,532,5%,470,31,0.4&,62,4.08,0%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Molise,88,6528,1912,633,61,3%,51,17,-3.8&,10,3.31,0%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
P.A. Bolzano,260,29494,10669,2005,185,2%,159,30,-5.4&,26,4.89,18.2%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
P.A. Trento,320,21840,1862,343,422,23%,380,70,0&,42,7.74,-6.7%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Piemonte,1367,197828,28257,651,3085,11%,2895,67,-2.1&,190,4.38,-1%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Puglia,1661,90964,53002,1322,1619,3%,1490,37,-0.5&,129,3.22,0.8%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Sardegna,368,31113,16453,1009,532,3%,486,30,-2&,46,2.82,4.5%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Sicilia,1299,93644,33868,682,1240,4%,1069,22,-1.5&,171,3.44,3%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Toscana,632,120328,9678,260,988,10%,838,23,-3.6&,150,4.03,-6.3%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Umbria,300,28960,3777,429,303,8%,259,29,1.2&,44,5,0%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Valle d'Aosta,29,7273,411,327,77,19%,75,60,4.2&,2,1.59,0%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Veneto,4800,253875,91073,1856,3059,3%,2698,55,-0.5&,361,7.36,0.8%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
Italia,23477,2107166,569896,946,25706,5%,23151,38,-1.8&,2555,4.24,1.1%,Dati della Protezione Civile del 31 Dicembre 2020 ore 18:54
