Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,2.064,237.059,112.534,8.785,563,1%,535,42,110%,28,219,-970%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Basilicata,911,72.521,20.314,3.726,98,0%,92,17,000%,6,110,000%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Calabria,1.579,185.666,44.647,2.400,396,1%,371,20,-190%,25,134,-380%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Campania,7.948,1.114.017,190.585,3.389,1.391,1%,1.312,23,-190%,79,140,-370%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Emilia-Romagna,7.463,1.124.393,124.928,2.814,2.379,2%,2.242,51,-190%,137,309,-210%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Friuli Venezia Giulia,1.959,290.477,41.186,3.428,469,1%,429,36,-570%,40,333,000%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Lazio,7.996,969.671,260.924,4.553,2.232,1%,2.042,36,-150%,190,332,330%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Liguria,1.963,321.619,31.901,2.101,696,2%,664,44,-260%,32,211,320%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Lombardia,9.374,2.235.087,235.966,2.364,2.585,1%,2.393,24,-500%,192,192,-250%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Marche,3.213,292.926,24.006,1.602,367,2%,316,21,000%,51,340,200%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Molise,528,33.477,7.716,2.622,50,1%,45,15,710%,5,170,000%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
P.A. Bolzano,1.007,175.462,13.983,2.614,142,1%,133,25,-070%,9,168,-1000%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
P.A. Trento,712,131.627,10.623,1.959,168,2%,154,28,-250%,14,258,-2630%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Piemonte,4.875,930.249,83.674,1.957,1.979,2%,1.877,44,-230%,102,239,970%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Puglia,4.944,659.726,102.430,2.604,814,1%,747,19,200%,67,170,000%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Sardegna,3.209,144.471,31.060,1.953,434,1%,404,25,-120%,30,189,710%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Sicilia,7.159,688.534,275.718,5.704,1.484,1%,1.369,28,-120%,115,238,-730%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Toscana,4.860,798.512,98.742,2.674,1.348,1%,1.252,34,-200%,96,260,-100%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Umbria,1.604,168.309,17.009,1.965,214,1%,205,24,200%,9,104,-1820%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Valle d'Aosta,96,30.461,2.581,2.080,55,2%,52,42,610%,3,242,000%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Veneto,7.903,1.243.172,144.098,2.959,1.418,1%,1.298,27,-460%,120,246,-910%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
Italia,81.367,11.847.436,1.874.625,3.165,19.282,1%,17.932,30,-220%,1.350,228,-190%,Dati della Protezione Civile del 09 Febbraio 2022 ore 19:03
