Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,725,244.402,106.137,8.285,517,0%,492,38,-120%,25,195,420%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Basilicata,325,75.372,20.118,3.690,103,1%,98,18,-100%,5,092,000%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Calabria,904,193.079,45.821,2.463,380,1%,349,19,170%,31,167,000%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Campania,3.035,1.142.878,169.548,3.015,1.286,1%,1.213,22,-150%,73,130,-270%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Emilia-Romagna,2.695,1.147.265,81.260,1.831,2.231,3%,2.118,48,240%,113,255,-660%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Friuli Venezia Giulia,458,296.858,34.001,2.830,434,1%,401,33,050%,33,275,000%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Lazio,3.659,1.001.245,234.626,4.094,2.041,1%,1.861,32,-260%,180,314,-110%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Liguria,543,328.861,24.365,1.605,619,3%,595,39,400%,24,158,-770%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Lombardia,1.982,2.264.326,173.731,1.741,2.075,1%,1.913,19,-110%,162,162,-470%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Marche,1.024,304.003,23.927,1.597,352,1%,310,21,370%,42,280,-450%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Molise,153,35.176,7.778,2.643,48,1%,43,15,240%,5,170,-1670%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
P.A. Bolzano,441,179.285,10.183,1.904,113,1%,105,20,-790%,8,150,1430%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
P.A. Trento,225,134.050,7.584,1.399,137,2%,123,23,-310%,14,258,000%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Piemonte,2.497,946.061,66.531,1.556,1.718,3%,1.644,38,020%,74,173,-1080%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Puglia,2.238,681.474,96.359,2.450,805,1%,741,19,-010%,64,163,850%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Sardegna,993,153.951,34.419,2.165,433,1%,403,25,-150%,30,189,710%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Sicilia,2.524,716.292,260.900,5.398,1.430,1%,1.314,27,150%,116,240,090%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Toscana,1.680,816.725,71.558,1.938,1.193,2%,1.108,30,-010%,85,230,490%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Umbria,375,172.909,14.319,1.655,210,1%,202,23,250%,8,092,3330%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Valle d'Aosta,9,30.764,2.014,1.623,44,2%,40,32,000%,4,322,000%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Veneto,2.145,1.269.475,105.436,2.165,1.054,1%,977,20,-150%,77,158,130%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
Italia,28.630,12.134.451,1.590.615,2.685,17.223,1%,16.050,27,-010%,1.173,198,-140%,Dati della Protezione Civile del 14 Febbraio 2022 ore 19:00
