Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,23,1324,0,177,23,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Basilicata,14,342,0,88,13,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Calabria,57,754,4,144,25,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Campania,183,3832,11,548,195,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Emilia-Romagna,183,6538,13,760,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Friuli Venezia Giulia,10,1277,2,175,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Lazio,273,6421,39,943,193,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Liguria,32,1666,7,214,12,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Lombardia,206,6369,30,1416,114,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Marche,21,951,4,209,57,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Molise,1,176,0,39,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
P.A. Bolzano,10,391,0,100,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
P.A. Trento,6,517,0,90,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Piemonte,76,5824,4,628,99,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Puglia,75,2799,9,451,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Sardegna,61,1602,11,216,33,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Sicilia,267,2925,29,653,196,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Toscana,112,5033,13,570,37,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Umbria,15,671,2,97,30,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Valle d'Aosta,1,67,0,23,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Veneto,104,6000,16,1000,0,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
Italia,1730,55479,194,8541,1027,Dati della Protezione Civile del 29 Luglio 2021 ore 18:07
