Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPAPIA INTENSIVA,fonte
Abruzzo,3,81.895,1.338,103,61,5%,56,4,570%,5,039,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Basilicata,4,30.542,937,169,22,2%,22,4,-830%,0,000,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Calabria,57,85.649,2.732,144,98,4%,88,5,350%,10,053,-910%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Campania,158,461.102,6.214,109,202,3%,185,3,390%,17,030,-560%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Emilia-Romagna,209,428.076,13.684,307,334,2%,302,7,200%,32,072,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Friuli Venezia Giulia,39,114.925,924,77,50,5%,43,4,1030%,7,058,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Lazio,202,389.149,8.689,151,366,4%,318,6,360%,48,083,-200%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Liguria,35,113.797,896,59,61,7%,53,3,-190%,8,052,1430%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Lombardia,112,888.909,8.349,83,340,4%,288,3,-030%,52,052,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Marche,37,114.941,2.021,134,54,3%,39,3,-490%,15,099,710%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Molise,0,14.565,74,25,3,4%,2,1,000%,1,033,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
P.A. Bolzano,4,77.803,750,141,33,4%,26,5,2380%,7,131,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
P.A. Trento,20,48.818,291,53,18,6%,16,3,000%,2,037,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Piemonte,102,381.892,3.305,77,195,6%,175,4,-330%,20,046,2500%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Puglia,42,270.475,2.123,54,147,7%,129,3,-370%,18,046,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Sardegna,13,75.854,1.547,96,61,4%,48,3,-400%,13,081,1820%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Sicilia,260,303.674,7.544,155,297,4%,254,5,330%,43,088,240%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Toscana,145,286.018,5.290,143,233,4%,209,6,560%,24,065,1430%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Umbria,0,64.317,541,62,41,8%,36,4,290%,5,057,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Valle d'Aosta,0,12.248,107,86,4,4%,4,3,000%,0,000,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Veneto,155,474.844,9.007,185,166,2%,135,3,150%,31,064,000%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
Italia,1.597,4.719.493,76.363,128,2.786,4%,2.428,4,180%,358,060,260%,Dati della Protezione Civile del 18 Ottobre 2021 ore 19:04
