Regione/PA,Nuovi positivi,Casi totali,Totale Positivi (Totale attualmente positivi),Totale Positivi (per 100.000 ab),Totale Ospedalizzati,Totale Ospedalizzati COVID-19 / Totale Positivi,Pz attualmente ricoverati con sintomi in AREA NON CRITICA,Pz attualmente ricoverati in AREA NON CRITICA (per 100.000 ab),Var % giornaliera pz attualmente in AREA NON CRITICA,Pz attualmente ricoverati in TERAPIA INTENSIVA,Pz attualmente ricoverati in TERAPIA INTENSIVA (per 100.000 ab),Var % giornaliera pz attualmente pos in TERAPIA INTENSIVA,fonte
Abruzzo,1.993,343.733,45.526,3.554,308,1%,294,23,-520%,14,109,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Basilicata,619,117.162,26.544,4.869,95,0%,93,17,220%,2,037,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Calabria,1.858,329.440,84.591,4.546,330,0%,317,17,-390%,13,070,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Campania,6.679,1.502.204,158.590,2.820,735,0%,699,12,010%,36,064,2000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Emilia-Romagna,4.748,1.347.834,59.520,1.341,1.341,2%,1.310,30,-080%,31,070,-880%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Friuli Venezia Giulia,1.060,349.912,24.802,2.064,147,1%,144,12,-400%,3,025,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Lazio,6.947,1.394.291,142.744,2.491,1.237,1%,1.167,20,-310%,70,122,-140%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Liguria,1.517,406.642,17.562,1.157,312,2%,303,20,480%,9,059,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Lombardia,8.098,2.657.775,161.972,1.623,1.155,1%,1.118,11,-060%,37,037,-260%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Marche,1.922,418.858,10.124,676,199,2%,191,13,-300%,8,053,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Molise,354,54.315,7.866,2.673,31,0%,29,10,-650%,2,068,10000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
P.A. Bolzano,457,205.234,4.921,920,40,1%,38,7,-260%,2,037,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
P.A. Trento,421,155.583,4.154,766,48,1%,47,9,930%,1,018,-5000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Piemonte,3.359,1.096.795,58.857,1.377,726,1%,705,16,-070%,21,049,1050%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Puglia,4.434,996.911,102.567,2.607,660,1%,630,16,260%,30,076,-1670%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Sardegna,1.803,255.246,30.215,1.900,357,1%,336,21,-060%,21,132,-870%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Sicilia,3.705,1.045.906,135.235,2.798,1.007,1%,951,20,180%,56,116,570%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Toscana,4.083,1.046.062,50.345,1.363,748,1%,712,19,-520%,36,097,1250%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Umbria,1.097,252.343,13.438,1.553,271,2%,266,31,-070%,5,058,000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Valle d'Aosta,76,33.774,1.341,1.081,17,1%,16,13,670%,1,081,-5000%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Veneto,6.325,1.585.282,78.010,1.602,635,1%,614,13,-050%,21,043,-870%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
Italia,61.555,15.595.302,1.218.924,2.058,10.399,1%,9.980,17,-090%,419,071,-020%,Dati della Protezione Civile del 15 Aprile 2022 ore 23:45
