Regioni,Ricoverati in Area Non Critica,PL in Area Non Critica,Ricoverati in Terapia intensiva,PL in Terapia Intensiva,PL Terapia Intensiva attivabili,fonte
Abruzzo,133,1369,14,185,23,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Basilicata,57,444,2,88,13,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Calabria,243,952,17,152,25,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Campania,733,4143,61,620,36,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Emilia-Romagna,521,6538,99,760,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Friuli Venezia Giulia,36,1277,5,175,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Lazio,913,6421,152,943,193,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Liguria,121,1751,31,228,12,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Lombardia,1076,8126,246,1416,114,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Marche,113,1174,28,210,54,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Molise,9,221,2,39,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
P.A. Bolzano,16,429,3,100,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
P.A. Trento,20,517,13,90,15,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Piemonte,625,5824,80,628,99,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Puglia,572,3772,63,560,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Sardegna,141,1602,14,216,33,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Sicilia,484,3516,65,777,196,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Toscana,422,5033,110,518,24,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Umbria,62,687,6,116,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Valle d'Aosta,6,227,1,30,6,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Veneto,288,6000,49,1000,0,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
Italia,6591,60023,1061,8851,843,Dati della Protezione Civile del 30 Maggio 2021 ore 18:16
